id,sex,income
s0271,Male,>50K
s0272,Female,<=50K
s0273,Male,>50K
s0274,Female,<=50K
s0275,Female,<=50K
s0276,Male,<=50K
s0277,Male,<=50K
s0278,Male,<=50K
s0279,Female,<=50K
s0280,Female,>50K
s0281,Female,<=50K
s0282,Female,<=50K
s0283,Male,<=50K
s0284,Male,>50K
s0285,Female,<=50K
s0286,Female,<=50K
s0287,Female,<=50K
s0288,Female,<=50K
s0289,Female,>50K
s0290,Female,<=50K
s0291,Female,<=50K
s0292,Female,<=50K
s0293,Male,<=50K
s0294,Male,>50K
s0295,Male,<=50K
s0296,Male,<=50K
s0297,Male,>50K
s0298,Female,>50K
s0299,Male,<=50K
s0300,Female,<=50K
s0301,Female,>50K
s0302,Female,<=50K
s0303,Female,<=50K
s0304,Male,<=50K
s0305,Male,<=50K
s0306,Male,<=50K
s0307,Male,<=50K
s0308,Female,<=50K
s0309,Male,<=50K
s0310,Female,>50K
s0311,Female,<=50K
s0312,Male,<=50K
s0313,Male,>50K
s0314,Male,>50K
s0315,Male,<=50K
s0316,Female,<=50K
s0317,Male,<=50K
s0318,Male,<=50K
s0319,Female,<=50K
s0320,Male,>50K
s0321,Female,>50K
s0322,Male,<=50K
s0323,Male,<=50K
s0324,Female,<=50K
s0325,Male,<=50K
s0326,Male,<=50K
s0327,Female,<=50K
s0328,Female,<=50K
s0329,Female,<=50K
s0330,Male,<=50K
s0331,Female,<=50K
s0332,Male,<=50K
s0333,Female,<=50K
s0334,Female,<=50K
s0335,Male,<=50K
s0336,Male,<=50K
s0337,Female,<=50K
s0338,Female,<=50K
s0339,Female,<=50K
s0340,Female,<=50K
s0341,Female,>50K
s0342,Female,<=50K
s0343,Female,<=50K
s0344,Male,<=50K
s0345,Female,<=50K
s0346,Female,<=50K
s0347,Female,<=50K
s0348,Female,>50K
s0349,Male,>50K
s0350,Female,<=50K
s0351,Female,<=50K
s0352,Male,<=50K
s0353,Male,<=50K
s0354,Female,>50K
s0355,Male,<=50K
s0356,Female,<=50K
s0357,Male,<=50K
s0358,Female,<=50K
s0359,Female,<=50K
s0360,Male,<=50K
s0361,Male,<=50K
s0362,Female,<=50K
s0363,Female,>50K
s0364,Female,<=50K
s0365,Female,<=50K
s0366,Female,<=50K
s0367,Female,<=50K
s0368,Female,<=50K
s0369,Male,<=50K
s0370,Male,<=50K
s0371,Male,<=50K
s0372,Male,<=50K
s0373,Female,<=50K
s0374,Male,<=50K
s0375,Male,>50K
s0376,Female,<=50K
s0377,Female,<=50K
s0378,Female,<=50K
s0379,Male,>50K
s0380,Male,<=50K
s0381,Female,<=50K
s0382,Female,<=50K
s0383,Male,<=50K
s0384,Male,<=50K
s0385,Male,>50K
s0386,Female,<=50K
s0387,Male,>50K
s0388,Male,<=50K
s0389,Female,<=50K
s0390,Male,<=50K
s0391,Female,<=50K
s0392,Male,<=50K
s0393,Male,<=50K
s0394,Female,<=50K
s0395,Female,<=50K
s0396,Male,>50K
s0397,Female,>50K
s0398,Female,<=50K
s0399,Female,<=50K
s0400,Female,<=50K
s0401,Female,<=50K
s0402,Male,<=50K
s0403,Female,<=50K
s0404,Male,<=50K
s0405,Female,>50K
s0406,Male,>50K
s0407,Male,<=50K
s0408,Male,<=50K
s0409,Male,<=50K
s0410,Male,<=50K
s0411,Female,<=50K
s0412,Female,>50K
s0413,Female,<=50K
s0414,Female,<=50K
s0415,Male,<=50K
s0416,Female,>50K
s0417,Male,<=50K
s0418,Female,<=50K
s0419,Female,<=50K
s0420,Male,<=50K
s0421,Male,<=50K
s0422,Male,<=50K
s0423,Male,>50K
s0424,Male,<=50K
s0425,Male,>50K
s0426,Male,<=50K
s0427,Female,<=50K
s0428,Male,<=50K
s0429,Female,<=50K
s0430,Male,<=50K
s0431,Male,<=50K
s0432,Male,<=50K
s0433,Male,<=50K
s0434,Female,<=50K
s0435,Male,<=50K
s0436,Female,<=50K
s0437,Male,<=50K
s0438,Female,<=50K
s0439,Male,<=50K
s0440,Female,<=50K
s0441,Male,<=50K
s0442,Female,<=50K
s0443,Male,<=50K
s0444,Female,<=50K
s0445,Female,<=50K
s0446,Female,>50K
s0447,Female,>50K
s0448,Male,<=50K
s0449,Male,<=50K
s0450,Male,>50K
s0451,Female,<=50K
s0452,Female,>50K
s0453,Female,>50K
s0454,Female,<=50K
s0455,Female,<=50K
s0456,Female,>50K
s0457,Male,<=50K
s0458,Male,<=50K
s0459,Male,>50K
s0460,Male,>50K
s0461,Female,>50K
s0462,Male,<=50K
s0463,Male,<=50K
s0464,Female,<=50K
s0465,Male,<=50K
s0466,Female,<=50K
s0467,Male,>50K
s0468,Female,<=50K
s0469,Male,<=50K
s0470,Female,<=50K
s0471,Male,<=50K
s0472,Male,>50K
s0473,Female,<=50K
s0474,Female,<=50K
s0475,Male,<=50K
s0476,Female,<=50K
s0477,Female,>50K
s0478,Male,<=50K
s0479,Female,>50K
s0480,Male,<=50K
s0481,Female,<=50K
s0482,Female,<=50K
s0483,Female,>50K
s0484,Male,<=50K
s0485,Female,<=50K
s0486,Male,<=50K
s0487,Male,<=50K
s0488,Female,<=50K
s0489,Male,>50K
s0490,Female,>50K
s0491,Female,<=50K
s0492,Male,<=50K
s0493,Male,<=50K
s0494,Male,<=50K
s0495,Female,<=50K
s0496,Female,>50K
s0497,Female,<=50K
s0498,Female,<=50K
s0499,Male,<=50K
s0500,Male,>50K
s0501,Male,<=50K
s0502,Male,<=50K
s0503,Male,>50K
s0504,Female,>50K
s0505,Male,<=50K
s0506,Female,<=50K
s0507,Male,<=50K
s0508,Female,<=50K
s0509,Male,<=50K
s0510,Female,<=50K
s0511,Male,>50K
s0512,Male,>50K
s0513,Male,<=50K
s0514,Female,<=50K
s0515,Male,<=50K
s0516,Female,>50K
s0517,Male,<=50K
s0518,Female,<=50K
s0519,Female,<=50K
s0520,Female,<=50K
s0521,Female,>50K
s0522,Female,>50K
s0523,Female,>50K
s0524,Female,<=50K
s0525,Male,<=50K
s0526,Male,<=50K
s0527,Male,<=50K
s0528,Male,<=50K
s0529,Male,<=50K
s0530,Female,<=50K
s0531,Male,>50K
s0532,Female,<=50K
s0533,Female,>50K
s0534,Female,<=50K
s0535,Female,>50K
s0536,Female,<=50K
s0537,Male,<=50K
s0538,Male,<=50K
s0539,Male,>50K
s0540,Male,<=50K
s0541,Female,>50K
s0542,Male,<=50K
s0543,Male,>50K
s0544,Male,<=50K
s0545,Male,<=50K
s0546,Female,>50K
s0547,Male,>50K
s0548,Female,<=50K
s0549,Male,<=50K
s0550,Male,<=50K
s0551,Female,<=50K
s0552,Female,<=50K
s0553,Male,<=50K
s0554,Male,<=50K
s0555,Male,<=50K
s0556,Female,<=50K
s0557,Female,<=50K
s0558,Female,<=50K
s0559,Male,<=50K
s0560,Male,<=50K
s0561,Female,<=50K
s0562,Female,<=50K
s0563,Male,<=50K
s0564,Female,<=50K
s0565,Female,<=50K
s0566,Male,<=50K
s0567,Female,<=50K
s0568,Female,<=50K
s0569,Male,<=50K
s0570,Male,<=50K
s0571,Female,<=50K
s0572,Female,<=50K
s0573,Female,>50K
s0574,Female,<=50K
s0575,Female,<=50K
s0576,Male,>50K
s0577,Female,<=50K
s0578,Female,<=50K
s0579,Male,<=50K
s0580,Female,<=50K
s0581,Male,<=50K
s0582,Female,>50K
s0583,Male,<=50K
s0584,Female,<=50K
s0585,Male,<=50K
s0586,Female,>50K
s0587,Male,<=50K
s0588,Male,>50K
s0589,Female,>50K
s0590,Male,<=50K
s0591,Female,<=50K
s0592,Female,<=50K
s0593,Male,<=50K
s0594,Male,>50K
s0595,Male,<=50K
s0596,Male,>50K
s0597,Male,<=50K
s0598,Male,>50K
s0599,Male,<=50K
s0600,Female,<=50K
s0601,Female,<=50K
s0602,Male,<=50K
s0603,Male,<=50K
s0604,Male,<=50K
s0605,Female,>50K
s0606,Female,<=50K
s0607,Female,<=50K
s0608,Male,<=50K
s0609,Female,>50K
s0610,Male,<=50K
s0611,Female,>50K
s0612,Female,<=50K
s0613,Male,<=50K
s0614,Male,<=50K
s0615,Female,<=50K
s0616,Male,<=50K
s0617,Male,<=50K
s0618,Male,>50K
s0619,Male,<=50K
s0620,Male,<=50K
s0621,Female,<=50K
s0622,Male,<=50K
s0623,Female,>50K
s0624,Female,<=50K
s0625,Male,<=50K
s0626,Female,<=50K
s0627,Female,>50K
s0628,Female,<=50K
s0629,Female,>50K
s0630,Male,<=50K
s0631,Female,<=50K
s0632,Female,<=50K
s0633,Male,<=50K
s0634,Female,<=50K
s0635,Male,<=50K
s0636,Female,<=50K
s0637,Male,<=50K
s0638,Male,<=50K
s0639,Male,<=50K
s0640,Male,<=50K
s0641,Female,<=50K
s0642,Male,<=50K
s0643,Female,>50K
s0644,Male,<=50K
s0645,Male,<=50K
s0646,Male,<=50K
s0647,Male,<=50K
s0648,Female,<=50K
s0649,Male,<=50K
s0650,Male,>50K
s0651,Male,<=50K
s0652,Female,>50K
s0653,Male,>50K
s0654,Female,>50K
s0655,Male,<=50K
s0656,Female,<=50K
s0657,Male,<=50K
s0658,Female,<=50K
s0659,Male,<=50K
s0660,Female,<=50K
s0661,Female,<=50K
s0662,Male,<=50K
s0663,Female,<=50K
s0664,Male,<=50K
s0665,Female,<=50K
s0666,Female,<=50K
s0667,Male,<=50K
s0668,Female,>50K
s0669,Male,<=50K
s0670,Female,<=50K
s0671,Female,>50K
s0672,Male,>50K
s0673,Female,<=50K
s0674,Female,<=50K
s0675,Female,<=50K
s0676,Male,<=50K
s0677,Male,>50K
s0678,Female,<=50K
s0679,Female,<=50K
s0680,Female,>50K
s0681,Female,<=50K
s0682,Female,>50K
s0683,Female,<=50K
s0684,Male,<=50K
s0685,Female,>50K
s0686,Female,<=50K
s0687,Female,<=50K
s0688,Male,<=50K
s0689,Female,<=50K
s0690,Male,>50K
s0691,Female,<=50K
s0692,Female,>50K
s0693,Male,<=50K
s0694,Male,<=50K
s0695,Male,<=50K
s0696,Male,>50K
s0697,Female,<=50K
s0698,Female,<=50K
s0699,Male,>50K
s0700,Male,>50K
s0701,Male,<=50K
s0702,Female,<=50K
s0703,Male,<=50K
s0704,Male,<=50K
s0705,Male,<=50K
s0706,Female,<=50K
s0707,Male,<=50K
s0708,Male,>50K
s0709,Female,<=50K
s0710,Male,<=50K
s0711,Male,<=50K
s0712,Male,<=50K
s0713,Female,<=50K
s0714,Female,>50K
s0715,Male,<=50K
s0716,Female,<=50K
s0717,Male,<=50K
s0718,Female,>50K
s0719,Male,<=50K
s0720,Male,<=50K
s0721,Female,>50K
s0722,Female,>50K
s0723,Female,<=50K
s0724,Female,<=50K
s0725,Male,<=50K
s0726,Female,<=50K
s0727,Male,<=50K
s0728,Female,<=50K
s0729,Female,<=50K
s0730,Female,<=50K
s0731,Male,<=50K
s0732,Female,<=50K
s0733,Male,<=50K
s0734,Female,>50K
s0735,Female,<=50K
s0736,Female,<=50K
s0737,Female,<=50K
s0738,Female,<=50K
s0739,Male,<=50K
s0740,Female,>50K
s0741,Male,<=50K
s0742,Male,<=50K
s0743,Female,>50K
s0744,Male,>50K
s0745,Female,>50K
s0746,Female,<=50K
s0747,Male,<=50K
s0748,Male,<=50K
s0749,Female,<=50K
s0750,Male,<=50K
s0751,Male,<=50K
s0752,Female,<=50K
s0753,Female,<=50K
s0754,Male,>50K
s0755,Female,<=50K
s0756,Male,<=50K
s0757,Female,<=50K
s0758,Male,<=50K
s0759,Female,>50K
s0760,Male,>50K
s0761,Female,<=50K
s0762,Male,<=50K
s0763,Male,>50K
s0764,Male,<=50K
s0765,Male,<=50K
s0766,Female,<=50K
s0767,Female,<=50K
s0768,Female,>50K
s0769,Female,<=50K
s0770,Female,<=50K
s0771,Female,<=50K
s0772,Female,>50K
s0773,Male,<=50K
s0774,Female,<=50K
s0775,Male,>50K
s0776,Male,<=50K
s0777,Male,<=50K
s0778,Male,<=50K
s0779,Male,<=50K
s0780,Male,<=50K
s0781,Female,<=50K
s0782,Male,<=50K
s0783,Female,<=50K
s0784,Female,<=50K
s0785,Male,<=50K
s0786,Female,<=50K
s0787,Female,<=50K
s0788,Male,<=50K
s0789,Female,<=50K
s0790,Male,>50K
s0791,Male,<=50K
s0792,Male,<=50K
s0793,Female,<=50K
s0794,Male,<=50K
s0795,Female,<=50K
s0796,Male,<=50K
s0797,Female,<=50K
s0798,Male,<=50K
s0799,Female,<=50K
s0800,Female,<=50K
s0801,Male,<=50K
s0802,Female,<=50K
s0803,Female,>50K
s0804,Male,<=50K
s0805,Female,<=50K
s0806,Male,<=50K
s0807,Female,<=50K
s0808,Female,>50K
s0809,Male,<=50K
s0810,Male,>50K
s0811,Male,>50K
s0812,Female,>50K
s0813,Male,<=50K
s0814,Female,<=50K
s0815,Male,<=50K
s0816,Male,<=50K
s0817,Male,<=50K
s0818,Female,>50K
s0819,Female,<=50K
s0820,Female,<=50K
s0821,Male,<=50K
s0822,Female,<=50K
s0823,Male,<=50K
s0824,Male,<=50K
s0825,Male,<=50K
s0826,Male,>50K
s0827,Male,>50K
s0828,Female,<=50K
s0829,Female,<=50K
s0830,Female,<=50K
s0831,Female,<=50K
s0832,Male,<=50K
s0833,Male,<=50K
s0834,Female,<=50K
s0835,Female,<=50K
s0836,Male,<=50K
s0837,Male,>50K
s0838,Male,<=50K
s0839,Male,>50K
s0840,Male,<=50K
s0841,Male,<=50K
s0842,Male,<=50K
s0843,Female,<=50K
s0844,Female,>50K
s0845,Male,<=50K
s0846,Female,<=50K
s0847,Male,<=50K
s0848,Female,<=50K
s0849,Male,<=50K
s0850,Female,<=50K
s0851,Female,<=50K
s0852,Female,<=50K
s0853,Male,<=50K
s0854,Male,<=50K
s0855,Female,<=50K
s0856,Female,<=50K
s0857,Female,>50K
s0858,Male,>50K
s0859,Female,<=50K
s0860,Female,>50K
s0861,Male,<=50K
s0862,Male,<=50K
s0863,Female,<=50K
s0864,Female,<=50K
s0865,Female,<=50K
s0866,Female,<=50K
s0867,Female,<=50K
s0868,Male,<=50K
s0869,Female,<=50K
s0870,Male,<=50K
s0871,Male,<=50K
s0872,Male,<=50K
s0873,Male,<=50K
s0874,Female,<=50K
s0875,Male,<=50K
s0876,Male,<=50K
s0877,Male,<=50K
s0878,Female,<=50K
s0879,Female,<=50K
s0880,Male,<=50K
s0881,Male,<=50K
s0882,Female,<=50K
s0883,Male,>50K
s0884,Female,<=50K
s0885,Male,<=50K
s0886,Female,>50K
s0887,Male,<=50K
s0888,Female,<=50K
s0889,Male,<=50K
s0890,Male,>50K
s0891,Male,<=50K
s0892,Male,<=50K
s0893,Male,>50K
s0894,Female,<=50K
s0895,Male,<=50K
s0896,Female,>50K
s0897,Female,<=50K
s0898,Female,>50K
s0899,Male,<=50K
s0900,Male,<=50K
s0901,Female,<=50K
s0902,Male,<=50K
s0903,Female,<=50K
s0904,Female,<=50K
s0905,Male,<=50K
s0906,Female,>50K
s0907,Male,<=50K
s0908,Female,>50K
s0909,Male,<=50K
s0910,Female,<=50K
s0911,Male,<=50K
s0912,Female,<=50K
s0913,Female,>50K
s0914,Female,<=50K
s0915,Male,<=50K
s0916,Female,>50K
s0917,Female,<=50K
s0918,Male,<=50K
s0919,Female,>50K
s0920,Male,>50K
s0921,Male,>50K
s0922,Male,<=50K
s0923,Female,>50K
s0924,Male,<=50K
s0925,Male,<=50K
s0926,Female,<=50K
s0927,Female,<=50K
s0928,Male,<=50K
s0929,Male,<=50K
s0930,Male,<=50K
s0931,Male,<=50K
s0932,Male,<=50K
s0933,Male,>50K
s0934,Female,<=50K
s0935,Female,<=50K
s0936,Male,<=50K
s0937,Female,<=50K
s0938,Male,<=50K
s0939,Female,<=50K
s0940,Male,<=50K
s0941,Male,>50K
s0942,Male,<=50K
s0943,Female,<=50K
s0944,Male,<=50K
s0945,Female,<=50K
s0946,Male,>50K
s0947,Male,<=50K
s0948,Male,<=50K
s0949,Male,<=50K
s0950,Male,>50K
s0951,Female,<=50K
s0952,Male,<=50K
s0953,Male,>50K
s0954,Male,<=50K
s0955,Male,>50K
s0956,Female,>50K
s0957,Male,>50K
s0958,Male,<=50K
s0959,Female,<=50K
s0960,Female,<=50K
s0961,Female,<=50K
s0962,Female,<=50K
s0963,Female,<=50K
s0964,Male,<=50K
s0965,Male,<=50K
s0966,Male,<=50K
s0967,Male,<=50K
s0968,Female,<=50K
s0969,Male,<=50K
s0970,Female,>50K
s0971,Female,<=50K
s0972,Male,<=50K
s0973,Female,>50K
s0974,Male,>50K
s0975,Male,>50K
s0976,Male,<=50K
s0977,Female,<=50K
s0978,Male,<=50K
s0979,Female,<=50K
s0980,Male,<=50K
s0981,Male,<=50K
s0982,Female,<=50K
s0983,Male,<=50K
s0984,Male,<=50K
s0985,Female,<=50K
s0986,Female,<=50K
s0987,Male,>50K
s0988,Female,<=50K
s0989,Female,>50K
s0990,Female,<=50K
s0991,Male,<=50K
s0992,Female,<=50K
s0993,Male,<=50K
s0994,Female,<=50K
s0995,Female,>50K
s0996,Male,>50K
s0997,Female,>50K
s0998,Male,>50K
s0999,Female,<=50K
s1000,Male,<=50K
s1001,Female,<=50K
s1002,Female,<=50K
s1003,Female,<=50K
s1004,Male,<=50K
s1005,Male,<=50K
s1006,Male,<=50K
s1007,Male,<=50K
s1008,Male,<=50K
s1009,Female,>50K
s1010,Female,<=50K
s1011,Male,<=50K
s1012,Female,<=50K
s1013,Female,>50K
s1014,Male,>50K
s1015,Male,<=50K
s1016,Male,<=50K
s1017,Male,<=50K
s1018,Male,>50K
s1019,Female,>50K
s1020,Female,<=50K
s1021,Female,<=50K
s1022,Male,<=50K
s1023,Female,<=50K
s1024,Male,>50K
s1025,Male,>50K
s1026,Female,<=50K
s1027,Female,>50K
s1028,Female,<=50K
s1029,Female,<=50K
s1030,Male,<=50K
s1031,Male,<=50K
s1032,Male,>50K
s1033,Male,<=50K
s1034,Female,>50K
s1035,Male,<=50K
s1036,Male,<=50K
s1037,Male,<=50K
s1038,Female,>50K
s1039,Female,<=50K
s1040,Male,<=50K
s1041,Male,<=50K
s1042,Male,<=50K
s1043,Female,>50K
s1044,Female,<=50K
s1045,Female,<=50K
s1046,Female,<=50K
s1047,Male,<=50K
s1048,Female,<=50K
s1049,Male,<=50K
s1050,Male,>50K
s1051,Female,<=50K
s1052,Female,>50K
s1053,Male,<=50K
s1054,Female,<=50K
s1055,Female,<=50K
s1056,Female,<=50K
s1057,Female,<=50K
s1058,Male,<=50K
s1059,Female,<=50K
s1060,Female,<=50K
s1061,Male,<=50K
s1062,Male,<=50K
s1063,Female,<=50K
s1064,Female,<=50K
s1065,Female,<=50K
s1066,Male,<=50K
s1067,Male,<=50K
s1068,Female,<=50K
s1069,Male,<=50K
s1070,Male,<=50K
s1071,Female,<=50K
s1072,Male,<=50K
s1073,Female,<=50K
s1074,Female,>50K
s1075,Male,<=50K
s1076,Female,<=50K
s1077,Female,<=50K
s1078,Female,<=50K
s1079,Female,<=50K
s1080,Male,<=50K
s1081,Female,>50K
s1082,Female,<=50K
s1083,Male,<=50K
s1084,Male,<=50K
s1085,Female,<=50K
s1086,Male,<=50K
s1087,Male,<=50K
s1088,Male,<=50K
s1089,Female,<=50K
s1090,Female,>50K
s1091,Female,<=50K
s1092,Male,<=50K
s1093,Female,<=50K
s1094,Female,>50K
s1095,Female,<=50K
s1096,Male,<=50K
s1097,Female,>50K
s1098,Female,<=50K
s1099,Female,<=50K
s1100,Male,<=50K
s1101,Female,>50K
s1102,Male,>50K
s1103,Male,<=50K
s1104,Female,<=50K
s1105,Female,<=50K
s1106,Female,>50K
s1107,Female,<=50K
s1108,Female,>50K
s1109,Female,<=50K
s1110,Male,<=50K
s1111,Male,<=50K
s1112,Female,<=50K
s1113,Male,<=50K
s1114,Male,<=50K
s1115,Female,<=50K
s1116,Male,<=50K
s1117,Male,<=50K
s1118,Female,<=50K
s1119,Male,<=50K
s1120,Male,>50K
s1121,Male,<=50K
s1122,Female,>50K
s1123,Female,>50K
s1124,Male,<=50K
s1125,Female,>50K
s1126,Female,<=50K
s1127,Male,<=50K
s1128,Female,>50K
s1129,Male,<=50K
s1130,Male,<=50K
s1131,Male,<=50K
s1132,Male,<=50K
s1133,Female,<=50K
s1134,Female,<=50K
s1135,Male,>50K
s1136,Female,>50K
s1137,Female,<=50K
s1138,Female,<=50K
s1139,Female,<=50K
s1140,Male,>50K
s1141,Male,>50K
s1142,Male,>50K
s1143,Female,<=50K
s1144,Male,<=50K
s1145,Female,<=50K
s1146,Female,<=50K
s1147,Female,<=50K
s1148,Female,>50K
s1149,Male,<=50K
s1150,Female,>50K
s1151,Female,<=50K
s1152,Female,<=50K
s1153,Male,<=50K
s1154,Male,>50K
s1155,Male,<=50K
s1156,Male,>50K
s1157,Female,>50K
s1158,Female,>50K
s1159,Female,<=50K
s1160,Male,<=50K
s1161,Male,<=50K
s1162,Male,<=50K
s1163,Male,<=50K
s1164,Male,<=50K
s1165,Female,>50K
s1166,Female,<=50K
s1167,Female,<=50K
s1168,Male,<=50K
s1169,Male,<=50K
s1170,Male,<=50K
s1171,Male,>50K
s1172,Male,<=50K
s1173,Male,<=50K
s1174,Female,<=50K
s1175,Female,<=50K
s1176,Male,>50K
s1177,Female,<=50K
s1178,Male,<=50K
s1179,Female,<=50K
s1180,Female,>50K
s1181,Female,<=50K
s1182,Male,<=50K
s1183,Female,<=50K
s1184,Female,<=50K
s1185,Male,<=50K
s1186,Female,<=50K
s1187,Female,>50K
s1188,Male,>50K
