id,age,workclass,education,marital_status,occupation,relationship,race,hours_per_week
s0071,52,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,40
s0072,20,Private,5th-6th,Never-married,Handlers-cleaners,Own-child,White,10
s0073,37,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,40
s0074,32,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,50
s0075,27,Private,Bachelors,Married-civ-spouse,Sales,Husband,Black,40
s0076,46,Private,11th,Separated,Other-service,Unmarried,Black,40
s0077,30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,40
s0078,34,State-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,Other,40
s0079,54,Self-emp-not-inc,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,50
s0080,21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,20
s0081,57,Federal-gov,HS-grad,Widowed,Other-service,Not-in-family,White,40
s0082,23,Private,Some-college,Separated,Prof-specialty,Unmarried,White,35
s0083,77,Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,20
s0084,36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,50
s0085,60,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,55
s0086,27,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,40
s0087,44,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,40
s0088,46,Private,HS-grad,Divorced,Other-service,Not-in-family,White,47
s0089,41,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,50
s0090,42,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,40
s0091,25,Private,HS-grad,Married-civ-spouse,Sales,Wife,Black,36
s0092,21,Private,HS-grad,Never-married,Sales,Own-child,White,40
s0093,55,Local-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,15
s0094,52,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,39
s0095,49,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,50
s0096,48,Local-gov,Some-college,Widowed,Tech-support,Unmarried,Black,35
s0097,20,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,35
s0098,36,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,40
s0099,33,Local-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,55
s0100,63,Private,HS-grad,Widowed,Exec-managerial,Not-in-family,White,22
s0101,29,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,40
s0102,20,Private,Assoc-acdm,Never-married,Sales,Own-child,White,38
s0103,36,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,60
s0104,31,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,40
s0105,62,?,HS-grad,Married-civ-spouse,?,Wife,Black,40
s0106,39,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,60
s0107,44,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,36
s0108,51,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,40
s0109,20,?,HS-grad,Never-married,?,Own-child,Black,40
s0110,27,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,40
s0111,60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,10
s0112,29,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,30
s0113,57,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Wife,White,40
s0114,31,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,40
s0115,70,Private,Some-college,Married-civ-spouse,Sales,Wife,White,48
s0116,44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,40
s0117,28,Private,Bachelors,Never-married,Sales,Unmarried,White,42
s0118,22,?,Some-college,Never-married,?,Own-child,White,40
s0119,46,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,40
s0120,32,Private,HS-grad,Divorced,Craft-repair,Own-child,Asian-Pac-Islander,44
s0121,38,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,30
s0122,23,?,1st-4th,Married-civ-spouse,?,Husband,White,60
s0123,43,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,40
s0124,49,State-gov,Assoc-voc,Never-married,Prof-specialty,Not-in-family,Black,40
s0125,66,?,Assoc-voc,Married-civ-spouse,?,Wife,Black,15
s0126,25,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Other,40
s0127,21,Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,26
s0128,18,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,45
s0129,72,Self-emp-inc,7th-8th,Widowed,Farming-fishing,Not-in-family,White,40
s0130,44,Private,10th,Never-married,Other-service,Other-relative,White,40
s0131,48,Private,HS-grad,Widowed,Adm-clerical,Other-relative,Black,45
s0132,38,?,HS-grad,Separated,?,Not-in-family,White,35
s0133,37,Private,Some-college,Married-civ-spouse,Sales,Husband,White,85
s0134,62,Private,HS-grad,Widowed,Machine-op-inspct,Other-relative,White,28
s0135,38,Self-emp-inc,11th,Married-civ-spouse,Craft-repair,Husband,White,50
s0136,30,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,36
s0137,33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,50
s0138,21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,20
s0139,54,Private,HS-grad,Divorced,Prof-specialty,Unmarried,Black,45
s0140,59,Private,Assoc-voc,Divorced,Sales,Unmarried,White,45
s0141,53,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,45
s0142,51,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,40
s0143,24,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,40
s0144,50,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,40
s0145,56,Local-gov,11th,Married-civ-spouse,Handlers-cleaners,Husband,Black,40
s0146,62,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,40
s0147,35,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,15
s0148,29,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,40
s0149,55,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,24
s0150,39,Private,Some-college,Widowed,Sales,Not-in-family,White,80
s0151,44,Private,Assoc-voc,Married-civ-spouse,Sales,Wife,White,35
s0152,43,Private,HS-grad,Divorced,Priv-house-serv,Not-in-family,White,35
s0153,35,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,60
s0154,39,Self-emp-not-inc,Some-college,Divorced,Farming-fishing,Not-in-family,White,60
s0155,45,Local-gov,Bachelors,Widowed,Prof-specialty,Unmarried,White,40
s0156,34,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,45
s0157,24,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,46
s0158,49,Private,Assoc-acdm,Widowed,Exec-managerial,Unmarried,Black,40
s0159,31,Private,HS-grad,Married-civ-spouse,Tech-support,Wife,White,40
s0160,47,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,47
s0161,80,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Husband,Black,50
s0162,22,Private,Preschool,Never-married,Other-service,Not-in-family,White,40
s0163,46,Private,9th,Never-married,Priv-house-serv,Unmarried,White,40
s0164,32,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,36
s0165,21,Private,7th-8th,Never-married,Machine-op-inspct,Unmarried,White,40
s0166,37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,40
s0167,53,Private,Preschool,Married-civ-spouse,Machine-op-inspct,Husband,Black,40
s0168,61,Local-gov,7th-8th,Widowed,Other-service,Not-in-family,White,20
s0169,20,Local-gov,HS-grad,Never-married,Adm-clerical,Other-relative,Black,40
s0170,20,Private,Some-college,Never-married,Tech-support,Own-child,White,40
s0171,23,Private,9th,Separated,Other-service,Own-child,White,30
s0172,35,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,50
s0173,48,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
s0174,62,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,18
s0175,26,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,40
s0176,30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,60
s0177,58,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,40
s0178,24,Local-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,20
s0179,32,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,40
s0180,45,Self-emp-inc,Assoc-voc,Married-civ-spouse,Sales,Wife,White,36
s0181,39,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,55
s0182,36,Private,Some-college,Married-civ-spouse,Tech-support,Wife,White,35
s0183,61,?,Assoc-voc,Married-civ-spouse,?,Husband,White,4
s0184,43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,50
s0185,25,?,11th,Separated,?,Other-relative,Other,12
s0186,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
s0187,26,Private,11th,Never-married,Other-service,Not-in-family,White,35
s0188,23,Local-gov,Some-college,Never-married,Exec-managerial,Unmarried,White,45
s0189,57,?,HS-grad,Widowed,?,Not-in-family,White,50
s0190,59,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,50
s0191,51,Private,7th-8th,Divorced,Farming-fishing,Unmarried,Asian-Pac-Islander,45
s0192,32,Private,Some-college,Divorced,Sales,Unmarried,White,40
s0193,22,?,11th,Never-married,?,Own-child,White,12
s0194,34,Federal-gov,Bachelors,Never-married,Prof-specialty,Own-child,Black,40
s0195,28,Private,Some-college,Never-married,Sales,Not-in-family,White,32
s0196,31,State-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,65
s0197,53,State-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,40
s0198,54,Private,HS-grad,Widowed,Other-service,Not-in-family,White,20
s0199,66,Local-gov,Masters,Married-spouse-absent,Tech-support,Not-in-family,White,47
s0200,17,Private,12th,Never-married,Other-service,Own-child,White,15
s0201,58,Federal-gov,HS-grad,Widowed,Exec-managerial,Not-in-family,White,40
s0202,19,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,40
s0203,21,Private,HS-grad,Never-married,Other-service,Own-child,White,34
s0204,36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,70
s0205,22,?,Assoc-acdm,Never-married,?,Own-child,White,20
s0206,25,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,28
s0207,20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,40
s0208,56,Private,Bachelors,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,40
s0209,53,Local-gov,Bachelors,Widowed,Prof-specialty,Not-in-family,White,40
s0210,57,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Black,40
s0211,49,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,45
s0212,26,Private,HS-grad,Never-married,Craft-repair,Own-child,White,40
s0213,32,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,50
s0214,60,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,20
s0215,59,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,32
s0216,28,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,35
s0217,26,Private,HS-grad,Never-married,Sales,Unmarried,White,40
s0218,52,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,40
s0219,51,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,40
s0220,50,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,Black,40
s0221,62,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,40
s0222,26,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,40
s0223,32,Federal-gov,Some-college,Separated,Prof-specialty,Not-in-family,Black,40
s0224,32,State-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,30
s0225,30,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,12
s0226,43,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Wife,White,36
s0227,29,Local-gov,Assoc-acdm,Separated,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,40
s0228,39,State-gov,HS-grad,Never-married,Adm-clerical,Own-child,Black,40
s0229,30,Private,HS-grad,Divorced,Sales,Not-in-family,White,45
s0230,47,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,60
s0231,52,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,40
s0232,28,Private,Some-college,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,25
s0233,19,Private,HS-grad,Never-married,Sales,Other-relative,White,30
s0234,34,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Own-child,White,80
s0235,46,Private,HS-grad,Divorced,Other-service,Not-in-family,White,36
s0236,37,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,60
s0237,58,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Wife,Black,40
s0238,69,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Sales,Husband,White,10
s0239,41,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,50
s0240,52,Federal-gov,Masters,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,38
s0241,20,?,Some-college,Never-married,?,Own-child,White,40
s0242,27,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,40
s0243,39,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,41
s0244,25,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,36
s0245,17,Private,5th-6th,Never-married,Sales,Own-child,Black,40
s0246,42,Private,Some-college,Divorced,Tech-support,Not-in-family,Asian-Pac-Islander,40
s0247,41,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,40
s0248,29,Private,12th,Separated,Exec-managerial,Not-in-family,White,55
s0249,47,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,48
s0250,26,Private,HS-grad,Never-married,Craft-repair,Own-child,White,40
s0251,28,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,40
s0252,45,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,60
s0253,23,State-gov,Assoc-acdm,Never-married,Other-service,Own-child,White,20
s0254,32,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,40
s0255,23,Private,Bachelors,Never-married,Sales,Not-in-family,White,40
s0256,36,Private,11th,Separated,Protective-serv,Unmarried,Amer-Indian-Eskimo,45
s0257,29,Private,7th-8th,Divorced,Sales,Unmarried,White,50
s0258,52,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,30
s0259,41,Private,7th-8th,Separated,Other-service,Unmarried,White,35
s0260,34,?,Assoc-voc,Married-civ-spouse,?,Wife,White,60
s0261,31,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,40
s0262,44,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,50
s0263,31,Private,HS-grad,Divorced,Exec-managerial,Unmarried,Black,40
s0264,31,?,Bachelors,Married-civ-spouse,?,Wife,White,40
s0265,33,Self-emp-inc,Assoc-voc,Married-civ-spouse,Sales,Husband,White,40
s0266,38,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,40
s0267,34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,55
s0268,42,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,20
s0269,57,Private,9th,Married-spouse-absent,Exec-managerial,Not-in-family,White,40
s0270,20,Private,10th,Never-married,Craft-repair,Own-child,White,40
s0271,38,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,40
s0272,29,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,35
s0273,32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,50
s0274,30,State-gov,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,20
s0275,46,Local-gov,HS-grad,Separated,Adm-clerical,Unmarried,Amer-Indian-Eskimo,22
s0276,52,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,55
s0277,24,Private,1st-4th,Married-civ-spouse,Other-service,Husband,Other,60
s0278,28,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,40
s0279,41,Private,HS-grad,Divorced,Other-service,Not-in-family,White,50
s0280,26,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Own-child,White,42
s0281,32,Local-gov,Assoc-voc,Never-married,Exec-managerial,Own-child,White,35
s0282,21,Private,Some-college,Never-married,Sales,Not-in-family,White,52
s0283,30,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,48
s0284,57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
s0285,51,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,40
s0286,24,Private,HS-grad,Never-married,Other-service,Own-child,Black,45
s0287,21,?,Some-college,Never-married,?,Own-child,White,40
s0288,48,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Unmarried,White,30
s0289,42,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,45
s0290,20,?,Some-college,Never-married,?,Own-child,White,40
s0291,54,State-gov,Assoc-acdm,Separated,Exec-managerial,Not-in-family,White,50
s0292,26,Private,Bachelors,Never-married,Sales,Not-in-family,White,65
s0293,37,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,50
s0294,42,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,50
s0295,55,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,40
s0296,17,Private,9th,Never-married,Other-service,Other-relative,White,38
s0297,46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,50
s0298,52,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,40
s0299,51,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,40
s0300,28,State-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,20
s0301,34,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,45
s0302,59,Self-emp-not-inc,7th-8th,Married-civ-spouse,Handlers-cleaners,Wife,White,2
s0303,65,?,Assoc-voc,Widowed,?,Not-in-family,White,8
s0304,48,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,45
s0305,42,State-gov,Bachelors,Divorced,Prof-specialty,Own-child,White,40
s0306,24,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,54
s0307,43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
s0308,40,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,43
s0309,33,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,45
s0310,53,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,52
s0311,35,Private,Some-college,Divorced,Sales,Not-in-family,White,40
s0312,31,Private,Preschool,Married-civ-spouse,Machine-op-inspct,Husband,White,45
s0313,36,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,45
s0314,49,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,40
s0315,18,Private,HS-grad,Never-married,Sales,Own-child,White,20
s0316,26,State-gov,Some-college,Never-married,Adm-clerical,Own-child,Black,36
s0317,25,Private,Some-college,Never-married,Sales,Own-child,White,40
s0318,33,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Unmarried,White,40
s0319,22,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,40
s0320,48,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,40
s0321,46,Local-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,White,48
s0322,53,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,40
s0323,72,?,HS-grad,Married-civ-spouse,?,Husband,White,40
s0324,70,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,35
s0325,18,Private,11th,Never-married,Adm-clerical,Unmarried,White,40
s0326,31,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,40
s0327,17,Private,10th,Never-married,Machine-op-inspct,Other-relative,White,5
s0328,39,Private,HS-grad,Separated,Tech-support,Not-in-family,White,40
s0329,43,Private,HS-grad,Widowed,Other-service,Not-in-family,Black,40
s0330,19,Self-emp-not-inc,Some-college,Never-married,Exec-managerial,Own-child,White,30
s0331,34,?,Assoc-acdm,Divorced,?,Unmarried,Black,40
s0332,17,?,11th,Never-married,?,Own-child,White,5
s0333,44,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,50
s0334,20,Private,Some-college,Never-married,Other-service,Own-child,White,30
s0335,46,Private,Doctorate,Divorced,Prof-specialty,Not-in-family,Black,30
s0336,38,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,40
s0337,38,Federal-gov,HS-grad,Divorced,Adm-clerical,Own-child,White,40
s0338,55,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,45
s0339,26,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,20
s0340,23,Private,HS-grad,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,40
s0341,37,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,40
s0342,42,Private,HS-grad,Separated,Priv-house-serv,Not-in-family,Black,50
s0343,25,Private,11th,Never-married,Other-service,Own-child,White,25
s0344,42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
s0345,19,?,Some-college,Never-married,?,Own-child,White,14
s0346,44,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,34
s0347,32,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,45
s0348,48,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,40
s0349,48,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,40
s0350,20,Private,Some-college,Never-married,Sales,Own-child,Black,20
