age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
51,Self-emp-not-inc,173306,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,2205,50,United-States,>50K
23,Private,220319,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Federal-gov,370778,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
47,Self-emp-inc,162648,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
53,State-gov,172159,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,3988,0,40,United-States,>50K
72,Private,76633,Preschool,1,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,Canada,<=50K
35,Private,169242,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
47,Private,202414,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,>50K
33,Self-emp-not-inc,117927,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
26,Private,166890,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,<=50K
48,Private,139768,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,United-States,>50K
49,State-gov,82328,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,50,United-States,>50K
53,Federal-gov,149633,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
57,Private,126750,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Black,Female,7386,0,50,United-States,>50K
18,Private,433924,10th,6,Never-married,Other-service,Unmarried,White,Male,0,0,20,United-States,>50K
42,Private,202944,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,80,United-States,>50K
29,Private,174047,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,45,United-States,<=50K
27,Private,262315,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Germany,<=50K
63,Self-emp-not-inc,50438,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K
49,State-gov,194950,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,63,United-States,>50K
44,Private,312125,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
57,Private,27411,10th,6,Never-married,Other-service,Other-relative,Other,Female,0,1712,38,Canada,>50K
61,Private,215666,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,10566,0,40,United-States,>50K
52,Local-gov,115435,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
21,Private,213902,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
17,Local-gov,223055,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
63,Private,130510,5th-6th,3,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,53,United-States,>50K
37,State-gov,81595,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,>50K
40,Private,73002,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1580,60,United-States,>50K
61,Private,252769,Prof-school,15,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1428,58,United-States,<=50K
44,Private,262968,11th,7,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Puerto-Rico,<=50K
18,State-gov,217141,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
51,Private,223017,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,15024,0,40,United-States,>50K
38,Self-emp-not-inc,224200,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,509251,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Self-emp-not-inc,133148,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,35,United-States,<=50K
41,State-gov,35616,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
49,Private,109142,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,>50K
44,Private,181299,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
24,Self-emp-not-inc,188004,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
27,Private,212344,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Private,187244,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,<=50K
40,Private,392100,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
24,Private,652833,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,0,0,22,United-States,<=50K
27,?,30314,Some-college,10,Never-married,?,Own-child,White,Female,0,0,36,United-States,<=50K
51,Private,130621,1st-4th,2,Separated,Farming-fishing,Not-in-family,White,Male,0,0,40,Italy,<=50K
45,Private,258568,Masters,14,Widowed,Tech-support,Not-in-family,Black,Male,0,0,40,United-States,<=50K
68,Private,167210,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,24,United-States,>50K
65,?,91320,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,24,United-States,<=50K
57,Self-emp-not-inc,238972,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,168583,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
27,State-gov,369956,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,>50K
30,Private,262993,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3432,0,48,United-States,>50K
28,Private,164630,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,198152,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,55,United-States,>50K
70,Self-emp-not-inc,37626,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,5,Germany,<=50K
50,Private,27618,12th,8,Married-civ-spouse,Sales,Wife,White,Female,0,1602,44,United-States,>50K
44,Private,129598,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37,United-States,>50K
41,Private,169266,Some-college,10,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,>50K
41,Local-gov,176018,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,50,United-States,>50K
35,Private,111352,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,>50K
49,Private,74208,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2885,0,50,United-States,>50K
21,Private,123389,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
44,Private,156884,Doctorate,16,Separated,Prof-specialty,Not-in-family,White,Male,4150,0,52,United-States,>50K
50,Private,136016,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,>50K
43,?,121756,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,1590,40,United-States,>50K
50,Self-emp-not-inc,125006,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
51,?,116618,Masters,14,Widowed,?,Not-in-family,White,Female,0,0,40,United-States,>50K
51,Private,228135,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
19,?,47314,Some-college,10,Never-married,?,Own-child,White,Female,0,0,25,United-States,<=50K
41,Private,35860,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K
56,Private,96897,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,5383,0,40,United-States,>50K
44,Private,111981,HS-grad,9,Divorced,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
23,Private,464468,7th-8th,4,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,Guatemala,<=50K
38,Local-gov,80873,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,15024,0,35,United-States,>50K
45,Private,193263,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
66,Local-gov,175181,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,<=50K
52,Private,211274,Bachelors,13,Widowed,Priv-house-serv,Unmarried,White,Female,0,0,60,Columbia,>50K
22,Private,196730,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,222968,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,>50K
69,Self-emp-not-inc,33439,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,591,0,15,United-States,>50K
49,Self-emp-not-inc,134687,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,60,United-States,>50K
44,Private,163862,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,>50K
19,Private,212494,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
31,Local-gov,214225,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,>50K
33,Private,214044,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
23,Private,158693,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
46,Private,161927,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,52,United-States,<=50K
46,Private,945442,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
51,Private,233487,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,Dominican-Republic,<=50K
20,Private,99728,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,>50K
60,Private,178345,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,>50K
53,State-gov,317396,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
71,Private,122897,HS-grad,9,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,31,United-States,<=50K
40,Self-emp-not-inc,161055,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,235423,Some-college,10,Married-spouse-absent,Other-service,Own-child,Black,Male,0,0,15,United-States,>50K
37,Private,158647,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,42,United-States,>50K
32,Local-gov,71253,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
40,Private,188214,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,>50K
38,Private,257674,1st-4th,2,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,>50K
34,Private,347116,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
31,Private,348586,HS-grad,9,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,10084,1573,50,Mexico,>50K
17,Private,168293,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
31,Private,213778,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4329,0,60,United-States,<=50K
40,?,130638,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,42,United-States,>50K
38,Private,48365,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,53369,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,3183,0,90,United-States,<=50K
36,Private,128103,Some-college,10,Divorced,Protective-serv,Not-in-family,White,Female,4849,0,30,United-States,>50K
20,Private,280407,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,36,United-States,<=50K
50,Private,92742,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,41,United-States,<=50K
40,Private,133484,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1590,60,United-States,>50K
51,Private,331816,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,70,United-States,<=50K
46,Local-gov,243659,Some-college,10,Widowed,Other-service,Unmarried,White,Female,0,0,37,United-States,<=50K
53,Private,153528,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,24,United-States,>50K
48,Private,188411,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
38,?,107252,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,48,United-States,>50K
48,Private,237104,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Male,20000,0,40,Outlying-US(Guam-USVI-etc),>50K
42,Private,234734,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,40,United-States,>50K
21,Private,184544,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K
34,Private,200860,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
35,Private,103840,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,36,United-States,<=50K
31,Private,205739,10th,6,Separated,Sales,Not-in-family,White,Female,0,0,40,United-States,>50K
31,Federal-gov,111277,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
47,Private,166179,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,38,United-States,<=50K
39,Private,87488,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,8,United-States,>50K
47,Private,169955,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,>50K
56,?,106876,Bachelors,13,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,20,Philippines,>50K
63,?,64841,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,1972,3,United-States,>50K
43,Private,62673,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
39,Private,186865,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
40,Private,112444,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,>50K
40,Private,197695,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,>50K
57,Private,45643,7th-8th,4,Divorced,Sales,Unmarried,White,Male,0,1762,48,United-States,>50K
21,Private,235612,Some-college,10,Separated,Adm-clerical,Own-child,White,Female,0,0,24,United-States,<=50K
32,Private,186215,Some-college,10,Separated,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,>50K
42,Private,111658,10th,6,Divorced,Craft-repair,Unmarried,White,Male,0,0,45,United-States,<=50K
51,Private,160220,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,1876,45,United-States,>50K
53,Private,255150,HS-grad,9,Widowed,Exec-managerial,Unmarried,White,Female,6497,0,38,United-States,>50K
27,Private,155975,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
62,Self-emp-not-inc,194964,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,146438,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,Cuba,>50K
52,Private,144773,5th-6th,3,Married-spouse-absent,Transport-moving,Unmarried,Black,Male,0,0,35,Haiti,<=50K
41,Federal-gov,203570,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,5451,0,25,United-States,>50K
43,Local-gov,32854,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
44,Private,216562,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
47,Private,184991,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K
39,Private,346300,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Black,Male,5651,0,40,United-States,>50K
51,Private,67291,HS-grad,9,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
49,Private,212393,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
59,Self-emp-inc,175710,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,<=50K
44,Local-gov,141710,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
47,State-gov,104318,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,>50K
31,Local-gov,319896,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Private,271077,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,70,India,>50K
57,Self-emp-inc,329076,12th,8,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,45,United-States,<=50K
43,Private,150566,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K
54,?,370795,Masters,14,Married-civ-spouse,?,Husband,Black,Male,0,0,15,England,>50K
18,Private,131932,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,<=50K
44,State-gov,141008,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1500,40,United-States,>50K
34,Private,290451,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K
51,Private,536076,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
39,Private,135791,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,10,?,<=50K
37,Private,138126,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,?,>50K
50,Private,177244,Bachelors,13,Divorced,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,<=50K
58,Private,31470,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2902,60,United-States,>50K
51,Local-gov,180717,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,>50K
54,Private,46975,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,153755,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,45,United-States,<=50K
34,Private,187428,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,?,<=50K
38,Private,198225,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,0,0,60,Mexico,<=50K
23,Private,86069,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,<=50K
37,Private,34489,12th,8,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States,>50K
33,Private,176064,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
54,Self-emp-not-inc,39894,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,173718,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,40,United-States,>50K
35,Private,233689,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,United-States,>50K
49,Self-emp-not-inc,69883,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
32,Private,154552,Some-college,10,Divorced,Prof-specialty,Own-child,White,Female,0,0,32,United-States,<=50K
40,Federal-gov,173734,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,Private,222978,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,43,United-States,<=50K
21,Private,125543,Bachelors,13,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,<=50K
43,State-gov,64852,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K
33,State-gov,149501,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
42,Private,149423,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
37,Private,86623,Prof-school,15,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,50,Jamaica,>50K
38,Private,165398,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
45,Private,291557,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Private,149899,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,38,United-States,<=50K
29,Private,169136,Prof-school,15,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K
50,Private,75307,HS-grad,9,Married-spouse-absent,Other-service,Own-child,White,Male,0,0,22,United-States,>50K
43,Private,429431,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1628,45,United-States,<=50K
24,Private,279438,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Private,262248,12th,8,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,>50K
35,Private,35783,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
26,Private,206483,Assoc-acdm,12,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
36,Private,151068,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,38,United-States,<=50K
48,Self-emp-inc,144056,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,58,United-States,>50K
52,Private,226223,Bachelors,13,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,0,1504,40,United-States,>50K
65,Federal-gov,96664,HS-grad,9,Widowed,Prof-specialty,Unmarried,White,Female,0,0,18,Trinadad&Tobago,<=50K
37,Private,262751,Bachelors,13,Married-spouse-absent,Sales,Own-child,White,Female,0,0,40,United-States,>50K
31,Private,194530,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,>50K
33,Private,34696,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
40,Private,329399,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
22,Private,151512,Bachelors,13,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,50,United-States,<=50K
69,Self-emp-not-inc,137056,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,202264,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,45,United-States,<=50K
60,Private,142744,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,15526,0,40,United-States,>50K
57,Private,169220,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,37,United-States,<=50K
67,Self-emp-not-inc,122752,11th,7,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,60,United-States,>50K
52,State-gov,163126,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
41,Self-emp-not-inc,351240,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7888,0,60,United-States,>50K
35,Private,348694,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Guatemala,<=50K
18,Private,440366,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,<=50K
32,Private,54902,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,>50K
39,Private,175137,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K
41,Self-emp-not-inc,78411,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K
22,Private,234157,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,50,United-States,<=50K
24,Local-gov,156465,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
36,?,236281,10th,6,Separated,?,Unmarried,White,Female,0,0,30,United-States,<=50K
46,Private,120400,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,185870,10th,6,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,38,Jamaica,>50K
30,State-gov,111981,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
56,State-gov,301580,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Private,123459,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
