age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
47,Private,142378,Some-college,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,United-States,>50K
23,Self-emp-not-inc,68712,Some-college,14,Never-married,_RARE_,Not-in-family,White,Male,0,0,35,United-States,<=50K
35,Private,55215,_RARE_,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
61,State-gov,345018,_RARE_,7,Never-married,Other-service,Not-in-family,Black,Female,0,0,44,Mexico,<=50K
35,Private,122646,11th,9,Married-civ-spouse,_RARE_,Husband,White,Male,0,0,55,United-States,>50K
60,Local-gov,340171,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,295382,Some-college,10,Divorced,_RARE_,Own-child,White,Female,0,0,34,United-States,<=50K
37,Private,55215,7th-8th,4,_RARE_,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,<=50K
22,Self-emp-not-inc,78970,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
62,Self-emp-not-inc,343961,Bachelors,6,_RARE_,Adm-clerical,Unmarried,Black,Female,0,0,15,United-States,<=50K
49,Private,349898,Some-college,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,50,United-States,>50K
42,Private,145570,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,54102,11th,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
23,State-gov,266833,Some-college,6,Never-married,_RARE_,Own-child,White,Female,0,0,60,United-States,<=50K
25,Private,115933,HS-grad,9,Never-married,_RARE_,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,173964,Some-college,6,Never-married,Prof-specialty,Husband,White,Female,0,0,46,United-States,<=50K
61,State-gov,69867,Masters,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,73794,Some-college,14,Divorced,Craft-repair,Own-child,White,Female,0,0,40,United-States,<=50K
50,Self-emp-not-inc,345290,_RARE_,14,Never-married,Prof-specialty,Unmarried,Black,Male,0,0,43,United-States,<=50K
60,Private,219531,HS-grad,9,Married-civ-spouse,_RARE_,Husband,White,Male,0,0,60,United-States,<=50K
39,Private,273939,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K
47,Local-gov,221921,Masters,14,Never-married,Sales,Unmarried,Black,Female,0,0,55,United-States,<=50K
20,Local-gov,265450,Masters,10,Divorced,Prof-specialty,_RARE_,White,Female,0,0,40,United-States,<=50K
31,Private,74784,HS-grad,9,Never-married,_RARE_,Not-in-family,White,Male,0,0,30,United-States,<=50K
59,Private,317978,Some-college,14,Married-civ-spouse,_RARE_,Husband,White,Male,0,0,60,_RARE_,>50K
40,Self-emp-not-inc,291497,_RARE_,14,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,>50K
42,Private,89709,Some-college,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,15,United-States,<=50K
33,Private,109533,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,55,United-States,>50K
46,Private,228696,Some-college,12,Never-married,Craft-repair,Husband,Black,Male,0,0,20,United-States,<=50K
46,Private,178660,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
36,Self-emp-not-inc,281579,Some-college,10,Divorced,Prof-specialty,Own-child,White,Female,0,0,44,United-States,<=50K
37,Private,240745,Masters,10,Married-civ-spouse,_RARE_,Husband,White,Male,0,0,30,United-States,>50K
50,Private,246188,HS-grad,9,_RARE_,Exec-managerial,Own-child,White,Female,0,0,45,United-States,<=50K
50,State-gov,145969,HS-grad,9,Married-civ-spouse,_RARE_,Husband,Black,Male,0,0,40,United-States,<=50K
61,Private,309691,HS-grad,9,Married-civ-spouse,_RARE_,Husband,White,Male,0,0,50,United-States,>50K
53,Private,319733,11th,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,<=50K
41,Private,175222,HS-grad,9,Married-civ-spouse,_RARE_,Husband,White,Male,0,0,30,United-States,>50K
41,Private,220102,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
46,Self-emp-not-inc,118941,HS-grad,9,_RARE_,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
47,Self-emp-not-inc,149288,HS-grad,9,Married-civ-spouse,_RARE_,Husband,White,Male,0,0,40,United-States,>50K
42,Self-emp-not-inc,69991,HS-grad,9,_RARE_,Other-service,Own-child,Black,Female,0,0,40,Mexico,<=50K
34,State-gov,189685,Some-college,13,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
20,Self-emp-not-inc,175507,Masters,10,Never-married,_RARE_,Own-child,White,Male,0,0,40,United-States,<=50K
58,Private,319548,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
24,State-gov,142014,_RARE_,6,Divorced,_RARE_,Own-child,White,Male,0,0,20,United-States,<=50K
43,Private,193563,_RARE_,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
42,Self-emp-not-inc,182306,Bachelors,14,Married-civ-spouse,_RARE_,Husband,White,Male,0,0,50,United-States,>50K
27,Private,141049,Some-college,10,Never-married,Other-service,Husband,White,Female,0,0,40,United-States,<=50K
46,_RARE_,140266,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
20,State-gov,136535,11th,14,Never-married,Craft-repair,Unmarried,White,Female,0,0,40,Mexico,<=50K
60,Private,185944,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,20,United-States,<=50K
23,Private,56915,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
22,Private,213989,HS-grad,9,Never-married,_RARE_,Own-child,White,Male,0,0,40,United-States,<=50K
23,State-gov,74784,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,115469,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K
20,Private,295163,_RARE_,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
40,Private,189967,HS-grad,9,_RARE_,_RARE_,Not-in-family,White,Male,0,0,40,_RARE_,<=50K
36,Private,262452,7th-8th,6,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
43,Private,213305,HS-grad,9,Married-civ-spouse,_RARE_,Husband,Black,Male,0,0,30,United-States,>50K
23,Private,281764,_RARE_,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
61,Local-gov,232976,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,>50K
20,Private,165775,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,50,United-States,<=50K
43,Self-emp-not-inc,226698,HS-grad,9,Never-married,Prof-specialty,Unmarried,White,Male,0,0,48,United-States,<=50K
23,Self-emp-not-inc,190845,Bachelors,14,Never-married,Adm-clerical,Own-child,White,Female,0,0,60,United-States,<=50K
30,Private,79598,Masters,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
31,Private,165141,HS-grad,9,Never-married,_RARE_,Own-child,White,Male,0,0,30,United-States,<=50K
60,Local-gov,117637,Some-college,13,_RARE_,Adm-clerical,Own-child,_RARE_,Male,0,0,40,United-States,<=50K
52,State-gov,155736,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,Mexico,>50K
53,_RARE_,304668,Some-college,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
60,Private,318781,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
21,Private,274146,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,<=50K
37,Private,115102,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,<=50K
26,Private,295785,Bachelors,13,Never-married,Other-service,Unmarried,White,Female,0,0,60,United-States,<=50K
61,State-gov,319163,7th-8th,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,41,United-States,>50K
46,_RARE_,259247,Bachelors,10,Never-married,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
29,Private,171752,Some-college,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,50,United-States,<=50K
27,State-gov,319163,11th,7,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Self-emp-not-inc,98547,_RARE_,4,_RARE_,_RARE_,Not-in-family,White,Female,0,0,50,United-States,<=50K
61,Private,324759,HS-grad,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,Mexico,>50K
56,Private,142219,HS-grad,4,_RARE_,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,69867,Some-college,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,United-States,<=50K
39,Private,145356,Some-college,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
60,Private,265942,_RARE_,5,Never-married,Adm-clerical,Own-child,Black,Female,0,0,60,United-States,<=50K
40,Private,145559,Bachelors,14,Never-married,_RARE_,Unmarried,White,Male,0,0,40,United-States,>50K
60,Private,69264,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
26,State-gov,276062,HS-grad,9,Divorced,Sales,Own-child,Black,Female,0,0,59,United-States,<=50K
27,Private,69867,Masters,13,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
45,Private,273552,HS-grad,9,Divorced,_RARE_,Not-in-family,White,Male,0,0,40,United-States,<=50K
59,Private,224912,HS-grad,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
46,Self-emp-not-inc,215752,HS-grad,9,Divorced,_RARE_,Own-child,White,Female,0,0,60,United-States,<=50K
35,Private,141402,Masters,6,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
38,Private,55215,HS-grad,13,_RARE_,_RARE_,Own-child,White,Male,0,0,40,United-States,<=50K
51,Private,319163,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,52,United-States,>50K
45,Private,264497,Some-college,14,Married-civ-spouse,_RARE_,Husband,White,Male,0,0,30,United-States,<=50K
22,Private,171356,Some-college,10,Never-married,Adm-clerical,_RARE_,White,Female,0,0,20,United-States,<=50K
20,Private,294259,_RARE_,14,Never-married,_RARE_,Own-child,White,Male,0,0,40,United-States,<=50K
60,Private,219781,Bachelors,14,Married-civ-spouse,_RARE_,Husband,White,Male,0,0,30,United-States,<=50K
61,Private,118943,7th-8th,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46,United-States,<=50K
20,State-gov,175804,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,20,United-States,<=50K
33,State-gov,152332,HS-grad,9,_RARE_,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
35,Private,94856,HS-grad,9,Never-married,_RARE_,Own-child,White,Male,0,0,40,Mexico,<=50K
53,Private,299287,Masters,14,Married-civ-spouse,Other-service,Husband,_RARE_,Male,0,0,15,United-States,>50K
59,Private,223021,HS-grad,9,_RARE_,Craft-repair,Own-child,Black,Male,0,0,40,Mexico,<=50K
62,Private,117478,HS-grad,9,_RARE_,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
51,Private,160945,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,_RARE_,<=50K
43,Private,56915,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Self-emp-not-inc,115488,_RARE_,10,Never-married,_RARE_,Unmarried,White,Female,0,0,40,United-States,<=50K
43,Self-emp-not-inc,195916,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
39,Private,134753,Bachelors,14,Married-civ-spouse,_RARE_,Husband,White,Male,0,0,36,United-States,>50K
20,Private,279999,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,60,United-States,<=50K
31,Private,174745,Some-college,10,Never-married,Other-service,Husband,_RARE_,Female,0,0,60,United-States,<=50K
45,Self-emp-not-inc,319733,HS-grad,4,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,60,United-States,<=50K
49,Private,196472,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K
37,Private,81059,HS-grad,9,Never-married,_RARE_,_RARE_,Black,Male,0,0,10,United-States,<=50K
45,Private,74784,HS-grad,9,_RARE_,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
20,Private,69867,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
57,Private,340171,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,50,United-States,<=50K
28,Self-emp-not-inc,154502,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,60,Mexico,<=50K
36,Private,241546,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K
42,Private,173071,Bachelors,10,Divorced,Adm-clerical,Husband,White,Female,0,0,50,United-States,<=50K
20,Private,180635,11th,13,Never-married,_RARE_,Husband,White,Male,0,0,40,United-States,<=50K
57,_RARE_,270992,Some-college,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
49,Self-emp-not-inc,75242,Some-college,10,Never-married,_RARE_,Own-child,White,Female,0,0,55,United-States,>50K
31,Private,95581,HS-grad,7,Married-civ-spouse,_RARE_,Husband,White,Male,0,0,30,United-States,<=50K
20,Private,125864,_RARE_,7,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,45,United-States,<=50K
42,Private,124961,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
25,Private,178206,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
57,Self-emp-not-inc,94751,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
23,Private,278407,Some-college,10,Never-married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,245729,Some-college,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K
62,Self-emp-not-inc,89149,Masters,4,Never-married,Prof-specialty,Unmarried,White,Female,0,0,42,United-States,<=50K
55,Self-emp-not-inc,293821,HS-grad,9,Married-civ-spouse,_RARE_,Husband,Black,Male,0,0,60,United-States,<=50K
26,Private,211564,Bachelors,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
56,Private,177444,HS-grad,9,Married-civ-spouse,_RARE_,Husband,White,Male,0,0,44,United-States,<=50K
22,State-gov,55215,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
44,Self-emp-not-inc,174501,HS-grad,9,Married-civ-spouse,_RARE_,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,340171,HS-grad,6,_RARE_,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,319186,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
20,Self-emp-not-inc,171282,Some-college,12,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
21,Private,185073,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
48,Private,243162,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,<=50K
31,Private,178103,HS-grad,9,Married-civ-spouse,_RARE_,Husband,White,Male,0,0,65,United-States,>50K
46,State-gov,148729,Some-college,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,<=50K
23,Private,128298,HS-grad,9,Divorced,_RARE_,Own-child,White,Male,0,0,40,United-States,<=50K
39,Local-gov,345450,HS-grad,9,Never-married,Other-service,Own-child,_RARE_,Female,0,0,60,United-States,<=50K
50,Private,111789,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
20,Self-emp-not-inc,345450,Bachelors,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,176072,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
44,Self-emp-not-inc,74784,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K
56,Private,340171,HS-grad,9,Married-civ-spouse,_RARE_,Husband,Black,Male,0,0,40,United-States,<=50K
26,Private,289595,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,60,United-States,>50K
34,Private,285062,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
51,Private,69867,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
20,Private,179244,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
60,Private,146952,HS-grad,9,Married-civ-spouse,_RARE_,Husband,White,Male,0,0,40,United-States,<=50K
