age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
18,?,66917,11th,7,Married-civ-spouse,?,Own-child,White,Male,0,0,5,United-States,<=50K
27,Private,201477,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
49,Private,323969,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
68,Private,188726,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
37,Private,204720,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,35,United-States,<=50K
20,Private,210126,7th-8th,4,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
35,Private,160982,Assoc-voc,11,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
17,Private,152816,11th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,Dominican-Republic,<=50K
32,Federal-gov,394036,HS-grad,9,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,Puerto-Rico,<=50K
71,Local-gov,122634,Assoc-voc,11,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Private,391100,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,Private,99735,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K
27,Private,209027,Masters,14,Never-married,Exec-managerial,Own-child,White,Male,0,0,50,United-States,<=50K
30,Private,256237,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,<=50K
18,Private,325625,12th,8,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,15,United-States,<=50K
18,Private,404764,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K
51,Private,34600,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
21,Private,172971,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
44,Self-emp-not-inc,95890,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,64,_RARE_,>50K
35,Private,202253,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Male,0,0,40,United-States,<=50K
48,Private,261512,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,<=50K
60,Self-emp-not-inc,38394,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,14,United-States,<=50K
26,Private,200454,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,60,United-States,<=50K
47,?,320934,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,15024,0,49,United-States,<=50K
28,Private,232535,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
42,Private,183039,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
17,Private,274793,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
66,Private,129661,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
55,Private,146860,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,?,>50K
35,Private,206198,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
60,Self-emp-not-inc,193454,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,100004,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,<=50K
27,Private,208846,Assoc-acdm,11,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,30,_RARE_,<=50K
46,Private,185499,Some-college,10,Divorced,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
44,Private,164017,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
35,Private,162392,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,215892,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,45,United-States,<=50K
40,Private,82080,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Private,88163,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,2624,0,40,United-States,>50K
37,Private,203123,HS-grad,9,Divorced,Transport-moving,Not-in-family,Black,Male,2594,0,35,United-States,<=50K
52,Private,372703,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
38,Private,242315,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
55,Private,184194,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States,<=50K
20,Private,408337,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,173493,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
39,Private,238141,11th,7,Divorced,Craft-repair,Unmarried,White,Male,0,0,60,Mexico,<=50K
27,Federal-gov,266358,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,United-States,<=50K
20,Local-gov,34389,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,74368,10th,6,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
28,?,140295,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,0,44,United-States,<=50K
33,Private,115038,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2000,43,United-States,<=50K
72,?,144860,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,20,United-States,<=50K
31,Private,171548,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,<=50K
42,Private,96806,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,82718,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,35,United-States,<=50K
27,Private,128584,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,178883,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
19,_RARE_,323505,12th,8,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,_RARE_,<=50K
41,Private,181521,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1000,40,United-States,>50K
67,Private,199953,11th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,79299,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
19,Local-gov,390755,Assoc-acdm,16,Never-married,Other-service,Own-child,White,Male,0,0,22,United-States,<=50K
21,?,132335,5th-6th,9,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,4,United-States,<=50K
41,Private,223428,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
42,Private,198647,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,>50K
38,Private,173914,Assoc-acdm,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
41,Self-emp-not-inc,241401,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
31,Private,196377,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,20,Mexico,<=50K
60,Private,136716,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,101278,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,United-States,<=50K
48,Federal-gov,220149,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
65,Private,307810,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
64,Self-emp-not-inc,169492,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
59,Self-emp-not-inc,192612,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Dominican-Republic,<=50K
39,Private,307184,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Self-emp-inc,90579,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,_RARE_,<=50K
53,Private,215664,Bachelors,13,Divorced,Handlers-cleaners,Unmarried,Black,Female,2327,0,40,United-States,<=50K
53,Private,181002,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,White,Male,0,0,70,United-States,<=50K
53,Self-emp-inc,239882,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
22,Self-emp-inc,269361,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,_RARE_,<=50K
36,Private,69330,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States,<=50K
49,Private,220343,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K
32,Private,269423,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,64,Mexico,<=50K
60,Private,115815,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,242048,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
24,Private,143741,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
72,?,93630,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,5,United-States,<=50K
42,Self-emp-inc,109275,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,15,United-States,<=50K
35,Private,278951,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
37,Private,269495,7th-8th,4,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,Mexico,<=50K
27,Private,212689,Assoc-acdm,11,Widowed,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,_RARE_,<=50K
40,Private,182020,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
42,Private,518326,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,Puerto-Rico,<=50K
28,Private,188531,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,60,Mexico,<=50K
34,Private,139023,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,_RARE_,<=50K
41,Private,188725,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,115537,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
68,Self-emp-not-inc,99034,7th-8th,4,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,35,United-States,<=50K
38,Local-gov,199539,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,18,Philippines,<=50K
30,Private,185318,Some-college,10,Married-civ-spouse,Sales,Own-child,Black,Male,0,0,50,United-States,<=50K
38,Federal-gov,263099,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,34,United-States,<=50K
49,Local-gov,269105,Some-college,10,Widowed,Exec-managerial,Unmarried,White,Female,0,0,35,_RARE_,<=50K
21,Private,385857,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,2179,60,United-States,<=50K
41,Private,190342,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
46,Self-emp-inc,164162,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
37,Private,354683,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,35,United-States,<=50K
22,Private,48347,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,_RARE_,<=50K
29,Private,373898,Some-college,10,Separated,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,30,United-States,<=50K
53,Federal-gov,94748,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,85,United-States,>50K
25,Private,114590,Some-college,10,Never-married,Farming-fishing,Unmarried,White,Female,0,0,40,United-States,<=50K
31,Private,131057,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,84551,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
28,Private,359110,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
40,Private,206649,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3219,0,40,United-States,>50K
63,Private,293786,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
38,Self-emp-not-inc,146805,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,102874,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,0,70,United-States,>50K
64,Private,257074,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2000,73,United-States,>50K
41,Private,303569,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
33,Private,270179,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,<=50K
68,Private,175364,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
47,Private,202466,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
25,Private,74553,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,50,United-States,<=50K
33,Private,244567,Assoc-voc,11,Never-married,Prof-specialty,Own-child,White,Male,20000,0,38,United-States,<=50K
53,Federal-gov,114808,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
28,Private,107307,Assoc-acdm,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
51,Private,141551,Bachelors,13,Divorced,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
39,Private,109252,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
64,Private,259887,HS-grad,9,Separated,Other-service,Not-in-family,Black,Female,0,0,16,United-States,<=50K
52,Private,64202,HS-grad,9,Separated,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Federal-gov,304958,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
17,?,73092,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,25,United-States,<=50K
41,Private,168922,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,>50K
37,Private,200054,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,284715,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,164341,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Federal-gov,36984,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,8998,0,70,United-States,>50K
44,Private,125141,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,20,United-States,<=50K
51,Self-emp-not-inc,238038,9th,5,Widowed,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K
27,Private,37779,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Local-gov,310396,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,270051,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,32,United-States,<=50K
47,Private,175220,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,73,United-States,<=50K
42,Private,123294,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
25,Private,392440,Some-college,10,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
17,Private,382933,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,23,United-States,<=50K
59,Private,164210,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,<=50K
44,Private,120429,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States,<=50K
41,Private,291191,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,359092,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
23,Local-gov,65029,Assoc-acdm,11,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,38,United-States,<=50K
46,?,157873,Prof-school,15,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,19429,0,70,Philippines,>50K
37,Private,144909,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,33,United-States,>50K
23,Private,228295,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,34301,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
57,Federal-gov,196565,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,Dominican-Republic,<=50K
31,Private,223469,Bachelors,13,Never-married,Exec-managerial,Unmarried,Black,Male,0,0,40,United-States,<=50K
32,Private,374497,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,5,United-States,>50K
52,Private,68777,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,104496,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
58,Private,34468,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K
21,Federal-gov,190356,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,3587,0,40,United-States,<=50K
39,Private,95638,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,>50K
45,Private,170579,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7188,0,46,United-States,>50K
19,Private,142000,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,40,Mexico,<=50K
65,Self-emp-inc,74650,Prof-school,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
39,Private,300656,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Private,168393,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,198974,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K
38,Private,134022,Assoc-acdm,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
27,Private,213149,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
62,Self-emp-not-inc,363043,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,98591,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,5100,0,38,United-States,<=50K
19,Private,218293,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
48,Private,135409,10th,7,Never-married,Other-service,Not-in-family,Black,Male,0,0,30,United-States,<=50K
28,Private,53273,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
68,Self-emp-not-inc,248151,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
66,Federal-gov,127510,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
41,State-gov,185920,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,36,United-States,<=50K
