age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
44,Private,231302,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K
74,Private,617982,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,1173,0,30,United-States,>50K
33,Private,621293,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
26,Private,228071,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
47,Private,375131,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
31,Federal-gov,280908,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States,>50K
36,Self-emp-inc,126700,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,85,United-States,>50K
37,Local-gov,195395,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,153478,7th-8th,4,Never-married,Transport-moving,Own-child,White,Male,0,0,35,United-States,<=50K
27,Private,107915,Some-college,10,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,30,United-States,<=50K
46,State-gov,34351,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,313662,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
29,Private,115785,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,25,United-States,<=50K
31,Private,133009,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
29,Private,238558,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
38,Self-emp-not-inc,140651,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3431,0,40,United-States,<=50K
35,Private,342710,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,42,United-States,<=50K
29,Private,159624,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
45,Self-emp-not-inc,174931,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,4460,0,40,United-States,<=50K
63,Private,208802,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
45,Self-emp-not-inc,275302,7th-8th,4,Never-married,Sales,Not-in-family,White,Male,0,0,21,United-States,<=50K
51,Private,262897,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
26,Private,158443,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
19,Federal-gov,120046,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,<=50K
32,Private,206918,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
35,Local-gov,273401,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<=50K
33,Private,367538,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
20,Private,277510,11th,7,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,25,United-States,<=50K
35,Private,140089,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,<=50K
19,Private,209402,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
33,Private,82574,HS-grad,9,Never-married,Sales,Unmarried,White,Male,0,0,50,United-States,<=50K
21,Private,272394,10th,6,Never-married,Tech-support,Unmarried,Black,Female,0,0,8,United-States,<=50K
60,Local-gov,151117,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
73,Private,201003,1st-4th,2,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
42,Private,215878,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K
33,Private,170845,10th,6,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
52,Private,220499,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,10520,0,50,United-States,>50K
19,?,190937,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
47,?,36774,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States,<=50K
40,Federal-gov,373032,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,2639,72,United-States,<=50K
34,Local-gov,192379,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,44,United-States,<=50K
47,Local-gov,121758,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
31,Private,192802,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
28,?,300150,Some-college,10,Never-married,?,Own-child,White,Male,0,0,20,United-States,<=50K
37,Private,351426,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
34,State-gov,210657,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Female,0,0,40,United-States,<=50K
41,Private,110326,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Private,347167,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,<=50K
76,?,128983,9th,5,Widowed,?,Not-in-family,White,Male,0,0,24,United-States,<=50K
49,Private,98566,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,239448,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,38,United-States,<=50K
45,Federal-gov,55324,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,50,United-States,<=50K
22,Private,233491,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,<=50K
29,Private,429532,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
50,Private,314454,Bachelors,13,Divorced,Other-service,Unmarried,White,Female,0,0,40,Canada,<=50K
36,Private,87093,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,241173,Some-college,10,Divorced,Handlers-cleaners,Other-relative,White,Female,0,0,70,United-States,<=50K
40,Private,187152,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,262756,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,>50K
25,Private,182156,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
31,State-gov,245517,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
38,Private,306837,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Scotland,>50K
36,Private,108721,Some-college,10,Never-married,Exec-managerial,Other-relative,White,Male,0,0,40,United-States,<=50K
39,Private,255337,1st-4th,2,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Mexico,<=50K
53,?,175789,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,>50K
40,Private,236643,Masters,14,Married-civ-spouse,Sales,Husband,Other,Male,0,0,40,United-States,>50K
22,Local-gov,134531,Some-college,10,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,228854,9th,5,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,35,Mexico,<=50K
33,?,70716,7th-8th,4,Married-civ-spouse,?,Wife,White,Female,0,0,60,?,<=50K
41,Local-gov,170309,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,55,United-States,<=50K
21,?,111353,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,?,<=50K
26,Private,232165,Assoc-acdm,12,Never-married,Farming-fishing,Own-child,White,Male,0,0,12,United-States,<=50K
22,?,164890,Bachelors,13,Never-married,?,Own-child,White,Female,0,0,30,Canada,<=50K
47,Private,90489,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,<=50K
27,State-gov,25155,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
29,Private,177952,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3103,0,55,United-States,>50K
38,Self-emp-inc,197815,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
23,Private,57327,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,20,United-States,<=50K
55,Private,453098,HS-grad,9,Separated,Priv-house-serv,Unmarried,Black,Female,0,0,40,United-States,<=50K
19,Private,118926,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Female,0,0,40,United-States,<=50K
30,Private,188686,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
53,Private,181183,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37,United-States,<=50K
35,Private,145928,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,?,>50K
48,Private,236736,Bachelors,13,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
38,Private,120318,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
32,Federal-gov,40792,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,>50K
28,State-gov,124409,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,17,United-States,<=50K
37,Private,177502,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
50,?,22537,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,45,United-States,<=50K
36,Private,165529,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,<=50K
42,Self-emp-not-inc,86102,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
21,Private,339146,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,20,United-States,<=50K
26,State-gov,56106,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
18,Private,165827,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
24,Private,417807,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
41,Local-gov,109898,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,15,United-States,<=50K
42,Private,293799,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
42,Federal-gov,21001,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
30,?,112398,11th,7,Divorced,?,Not-in-family,White,Female,0,0,2,United-States,<=50K
36,Private,89680,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
61,Self-emp-not-inc,113490,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,36647,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
28,Private,129788,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
51,Self-emp-inc,123293,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,60,United-States,>50K
56,Private,80529,10th,6,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
21,Private,54203,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
44,Private,23832,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
43,Private,40025,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
26,State-gov,138184,Masters,14,Divorced,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
54,Local-gov,174527,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
40,Private,52138,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,52,United-States,>50K
51,Private,175085,7th-8th,4,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,25,United-States,<=50K
53,Federal-gov,166386,Some-college,10,Widowed,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
20,Private,44702,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,United-States,<=50K
27,Self-emp-not-inc,219881,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
37,Self-emp-inc,180775,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
30,Local-gov,513771,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
51,?,214561,Prof-school,15,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,<=50K
56,Self-emp-not-inc,349967,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1887,45,United-States,>50K
33,?,143118,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,32,United-States,<=50K
28,Private,224549,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
60,Self-emp-not-inc,118288,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2485,30,United-States,>50K
31,Private,178270,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K
43,Private,43781,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
21,Private,285065,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
22,Private,256370,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
39,Federal-gov,150728,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Ecuador,>50K
46,Private,343882,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,254671,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Columbia,<=50K
45,?,334946,Bachelors,13,Divorced,?,Unmarried,White,Female,0,0,30,United-States,<=50K
29,Federal-gov,482007,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
39,Federal-gov,287247,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
49,Private,155352,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3414,0,45,United-States,<=50K
31,Private,123313,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Federal-gov,90692,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
33,Federal-gov,179174,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
37,Private,177112,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
47,Local-gov,173117,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,64043,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
20,Private,50014,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K
25,Private,191209,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,>50K
41,Federal-gov,239992,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,Private,381278,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,13558,0,40,United-States,>50K
39,Self-emp-not-inc,60239,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,78,United-States,<=50K
27,Private,43171,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
64,Private,129815,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,15024,0,60,United-States,>50K
26,Private,270496,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,20,Taiwan,>50K
39,Private,143940,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,120272,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,44,United-States,<=50K
29,Private,234479,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,>50K
26,Private,167174,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,191128,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
46,State-gov,139142,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,>50K
43,Self-emp-inc,232981,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
59,Federal-gov,79835,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
53,Private,401008,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,<=50K
40,Private,56795,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
28,Private,152647,Some-college,10,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,>50K
51,Private,128035,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,<=50K
38,Private,271289,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,141689,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,>50K
28,Private,198345,11th,7,Married-civ-spouse,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
47,Private,194826,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Federal-gov,159799,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,United-States,>50K
37,Private,165596,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
31,Private,381346,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Local-gov,144850,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
40,Self-emp-not-inc,139761,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,441512,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,El-Salvador,<=50K
35,Self-emp-not-inc,424893,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,55,United-States,>50K
27,Private,53940,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
18,Private,150062,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
22,Self-emp-not-inc,395138,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
56,Private,240889,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5386,0,40,United-States,>50K
36,Private,222865,5th-6th,3,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,50,Mexico,<=50K
26,Private,605597,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,20,United-States,<=50K
84,Local-gov,96868,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,<=50K
30,Private,139016,Some-college,10,Separated,Other-service,Unmarried,White,Male,0,0,45,United-States,<=50K
30,Local-gov,162458,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
47,Private,216755,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
69,Private,60333,5th-6th,3,Married-civ-spouse,Priv-house-serv,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
38,Private,398664,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,1741,40,United-States,<=50K
50,Federal-gov,27073,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,45,United-States,>50K
53,Private,152882,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
77,Self-emp-inc,84538,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,99,United-States,>50K
31,Private,230890,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,>50K
40,Federal-gov,109483,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
37,Private,279884,Some-college,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,56,United-States,<=50K
32,?,124471,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,State-gov,490401,5th-6th,3,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K
46,Private,370737,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
