age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
29,Private,217704,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
68,Private,224267,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,<=50K
62,?,216252,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,3878,1947,62,United-States,<=50K
27,Private,167147,Assoc-voc,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
31,Private,299265,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1000,50,United-States,<=50K
21,Private,252392,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Mexico,<=50K
55,Self-emp-not-inc,351365,Assoc-voc,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
46,Federal-gov,246788,HS-grad,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,22,Mexico,<=50K
48,Federal-gov,228964,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,35,United-States,<=50K
48,Private,170787,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1342,58,United-States,>50K
45,?,281295,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
40,Private,185088,Masters,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,130866,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,7600,0,45,United-States,<=50K
30,?,38801,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K
41,Private,224217,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,58,United-States,>50K
46,Private,113316,HS-grad,9,Divorced,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
37,Private,123338,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,169383,Bachelors,13,Married-civ-spouse,_RARE_,Wife,White,Female,0,0,38,United-States,<=50K
35,Self-emp-not-inc,278395,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,4688,0,8,United-States,>50K
57,State-gov,157494,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,25,United-States,<=50K
47,Private,153484,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
24,Private,226622,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,43,United-States,<=50K
30,?,259544,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K
42,State-gov,229663,Masters,15,Married-civ-spouse,Sales,Husband,White,Male,0,1977,50,_RARE_,>50K
69,Local-gov,179026,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
52,Private,64047,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,45,United-States,<=50K
63,Local-gov,128215,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Male,0,0,22,United-States,<=50K
49,Private,249900,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
36,Private,129364,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,53,United-States,<=50K
54,?,27337,11th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
56,Private,285369,Prof-school,14,Never-married,Sales,Not-in-family,Black,Female,0,0,35,United-States,<=50K
40,Private,154888,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K
24,Private,209736,_RARE_,3,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,60,_RARE_,<=50K
46,Self-emp-not-inc,105937,_RARE_,7,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
18,Private,29393,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,37,United-States,<=50K
21,Private,239664,5th-6th,7,_RARE_,_RARE_,Husband,White,Male,0,0,45,United-States,<=50K
54,Self-emp-not-inc,157255,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,_RARE_,<=50K
39,Local-gov,29393,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,<=50K
27,Private,183171,Prof-school,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
28,Private,151779,11th,7,Never-married,Transport-moving,Unmarried,Black,Male,0,0,34,United-States,<=50K
35,Private,260820,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,Mexico,<=50K
21,Private,241360,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,<=50K
46,?,274934,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
57,State-gov,155788,Assoc-acdm,11,Divorced,Exec-managerial,Unmarried,White,Male,6184,0,70,Mexico,<=50K
34,Private,296485,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
56,Private,309698,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
24,Private,254306,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,0,0,32,United-States,<=50K
39,Private,180623,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,0,0,45,United-States,<=50K
41,Local-gov,28984,Masters,15,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,53,United-States,>50K
48,Local-gov,27067,HS-grad,9,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
30,Private,299967,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,32,United-States,<=50K
37,Private,116061,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
58,Private,277939,_RARE_,5,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,_RARE_,<=50K
41,Self-emp-inc,282088,Assoc-voc,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
64,Self-emp-inc,186997,Some-college,10,Divorced,Other-service,Unmarried,White,Female,50,0,40,United-States,<=50K
18,Private,229333,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K
33,Private,199293,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
18,Private,226114,Assoc-voc,13,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
23,Private,27337,_RARE_,3,Never-married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,273519,_RARE_,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
66,Private,271259,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,50,United-States,<=50K
28,Private,57728,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,44,United-States,<=50K
44,Private,27207,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
57,Private,180667,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,45,United-States,>50K
56,Private,46934,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,60,United-States,<=50K
54,Private,201923,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Mexico,<=50K
40,Private,117892,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
44,Private,27337,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,?,332439,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
58,Private,251381,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
60,Private,193986,_RARE_,5,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,20,United-States,<=50K
28,Private,279332,Masters,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Self-emp-inc,191243,Prof-school,14,Married-civ-spouse,Sales,Own-child,White,Female,0,0,50,United-States,<=50K
43,Private,80329,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Male,0,0,15,United-States,<=50K
37,Self-emp-inc,27262,HS-grad,9,Never-married,Transport-moving,Other-relative,White,Male,0,0,40,United-States,<=50K
45,Private,213997,Some-college,10,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
23,?,149358,Bachelors,13,Divorced,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50K
31,State-gov,138288,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
21,State-gov,380136,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,1000,20,United-States,<=50K
49,Private,166374,Bachelors,13,Married-civ-spouse,_RARE_,Husband,White,Male,0,0,40,_RARE_,<=50K
32,Private,284686,10th,8,Never-married,?,Unmarried,White,Female,0,0,40,United-States,<=50K
32,Private,80048,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,35,United-States,<=50K
52,Private,255604,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,41,United-States,<=50K
27,Private,227969,Some-college,10,Divorced,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
54,Private,126529,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
43,Private,246666,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,70,United-States,<=50K
38,Private,183959,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,60,United-States,<=50K
40,Private,125964,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
47,State-gov,376574,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,_RARE_,>50K
53,Federal-gov,33892,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,7693,0,44,United-States,<=50K
36,State-gov,441227,11th,7,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,38,United-States,<=50K
41,Private,127684,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
52,Private,289284,10th,9,_RARE_,Other-service,Other-relative,White,Male,0,0,53,_RARE_,<=50K
48,Local-gov,334423,Masters,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,58,United-States,>50K
38,Private,345763,Masters,14,Married-civ-spouse,_RARE_,Husband,White,Male,0,0,80,United-States,>50K
21,Private,282348,Masters,14,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,38,United-States,<=50K
35,Private,87368,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Private,192430,HS-grad,9,Never-married,_RARE_,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,36465,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,32,United-States,<=50K
47,Private,179380,_RARE_,3,Separated,Prof-specialty,Not-in-family,White,Female,0,0,25,United-States,<=50K
22,Private,177948,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Female,0,0,18,United-States,>50K
56,Private,293251,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
26,Private,371201,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,50,United-States,<=50K
67,Private,189970,11th,15,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
66,Self-emp-not-inc,290795,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,>50K
18,Private,230279,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,47,United-States,<=50K
55,Private,233687,11th,3,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,34,_RARE_,<=50K
20,Private,95446,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,60,United-States,<=50K
33,Private,204716,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,195301,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,>50K
55,Private,118326,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,53511,HS-grad,9,Separated,Farming-fishing,Husband,White,Male,0,0,48,United-States,<=50K
43,State-gov,42561,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0,0,38,United-States,<=50K
24,Private,291139,Some-college,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
20,Private,27337,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
20,?,40104,Masters,15,Never-married,Sales,Own-child,_RARE_,Female,0,0,35,United-States,<=50K
18,Private,81587,HS-grad,9,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
52,Private,213016,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
40,Federal-gov,287906,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
19,Private,183651,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,26,United-States,<=50K
51,Self-emp-not-inc,239685,Bachelors,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,58,United-States,>50K
40,Private,326164,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,191359,Assoc-voc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
65,State-gov,241096,Some-college,10,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,10000,0,10,United-States,<=50K
35,Private,289904,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
44,Private,28984,HS-grad,9,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,0,0,60,United-States,<=50K
51,Private,237965,_RARE_,3,_RARE_,_RARE_,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,437319,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,46,United-States,<=50K
37,Private,255080,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,42,United-States,<=50K
27,Private,92289,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,249389,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,45,United-States,<=50K
39,Private,185109,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,47,United-States,<=50K
40,State-gov,109132,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
58,Self-emp-inc,125463,Bachelors,11,Widowed,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K
33,Local-gov,327097,_RARE_,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K
48,Private,373956,Some-college,10,Divorced,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
25,Private,161472,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
29,Private,291662,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,164497,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,349834,11th,4,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,32,United-States,<=50K
22,Private,347190,Some-college,10,Never-married,_RARE_,Own-child,White,Female,0,0,35,United-States,<=50K
23,Private,280915,HS-grad,9,Never-married,Tech-support,Other-relative,White,Male,0,0,40,United-States,<=50K
22,Private,49985,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
70,Federal-gov,465326,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,<=50K
66,State-gov,399681,Prof-school,13,Separated,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K
38,Private,229237,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,28,United-States,<=50K
22,Private,180271,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,United-States,<=50K
18,Private,41902,Masters,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K
20,Private,241505,HS-grad,9,Divorced,Handlers-cleaners,Own-child,Black,Male,0,0,10,United-States,<=50K
30,Private,47761,_RARE_,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,33,United-States,<=50K
21,Private,314562,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,344407,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1972,40,United-States,<=50K
29,Private,123629,Assoc-voc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4648,0,55,United-States,>50K
32,Private,176312,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,190626,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,20,United-States,<=50K
41,Federal-gov,396256,10th,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,58,United-States,<=50K
34,Private,140682,Masters,15,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
42,?,126040,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male,0,0,35,United-States,<=50K
26,Private,55330,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,132305,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Private,179263,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1947,50,United-States,>50K
50,Private,53247,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
26,Private,269083,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,33,_RARE_,<=50K
37,State-gov,197164,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,_RARE_,<=50K
44,Private,216808,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
27,Self-emp-not-inc,182359,Some-college,10,Married-civ-spouse,?,Unmarried,White,Female,0,0,34,United-States,<=50K
28,Private,223659,HS-grad,9,Never-married,Sales,Other-relative,White,Male,0,0,10,United-States,<=50K
33,Private,175814,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,_RARE_,<=50K
38,Private,99763,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,156683,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,18,United-States,<=50K
37,Private,156046,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
32,Private,253724,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,45,United-States,<=50K
44,Private,111207,HS-grad,9,Divorced,Farming-fishing,Unmarried,Black,Female,0,0,40,_RARE_,<=50K
26,Private,124643,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,<=50K
21,?,63549,10th,15,Divorced,_RARE_,Not-in-family,Black,Male,0,0,40,_RARE_,<=50K
34,Private,30239,Some-college,10,Divorced,Prof-specialty,Own-child,White,Male,0,0,50,United-States,<=50K
65,Private,141902,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,_RARE_,<=50K
42,Private,108575,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,44,United-States,<=50K
35,?,122312,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
53,Local-gov,148698,10th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
53,State-gov,77663,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7494,0,40,United-States,>50K
69,Self-emp-inc,311733,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,10000,0,40,United-States,<=50K
43,State-gov,353860,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
39,Local-gov,133459,Assoc-acdm,13,Married-civ-spouse,_RARE_,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,29393,_RARE_,6,Married-civ-spouse,Craft-repair,Wife,Black,Female,0,1907,60,United-States,<=50K
41,?,86918,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,30,United-States,<=50K
21,Local-gov,299092,5th-6th,5,Separated,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
18,Private,161218,Assoc-voc,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,25,United-States,<=50K
34,Private,107271,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K
70,Private,130991,5th-6th,3,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,30,United-States,<=50K
20,Private,124149,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
21,Private,241702,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
50,Private,193658,Prof-school,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,34,United-States,>50K
56,Self-emp-not-inc,441904,Bachelors,15,Married-civ-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,60,United-States,<=50K
45,Private,297139,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1957,50,United-States,>50K
31,Private,271144,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
18,?,402806,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,28,United-States,<=50K
49,Private,138955,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,115170,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
29,Private,147051,HS-grad,9,Divorced,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
46,Private,223745,10th,6,Divorced,Farming-fishing,Unmarried,White,Female,0,0,50,United-States,>50K
30,Private,224826,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,35,United-States,<=50K
30,Private,427201,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,32,United-States,<=50K
49,Private,185529,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,<=50K
48,Private,174221,5th-6th,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
64,Private,195700,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K
43,Private,161429,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,>50K
