age,education,marital_status,occupation,relationship,sex,capital_gain,capital_loss,hours_per_week,income
36,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,99999,0,50,>50K
42,Assoc-acdm,Separated,Sales,Not-in-family,Female,0,0,40,<=50K
32,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,50,<=50K
58,Bachelors,Divorced,Exec-managerial,Not-in-family,Male,0,0,65,>50K
50,10th,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,>50K
56,Some-college,Never-married,?,Not-in-family,Female,0,0,40,<=50K
34,Bachelors,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,<=50K
24,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,0,0,40,<=50K
30,Some-college,Never-married,Craft-repair,Own-child,Male,0,0,8,<=50K
47,HS-grad,Never-married,Exec-managerial,Own-child,Female,0,0,50,<=50K
24,HS-grad,Married-civ-spouse,?,Wife,Female,0,0,40,<=50K
57,Masters,Married-civ-spouse,Sales,Husband,Male,99999,0,40,>50K
27,HS-grad,Divorced,Craft-repair,Not-in-family,Male,0,0,40,<=50K
45,Some-college,Divorced,Exec-managerial,Not-in-family,Female,0,0,40,<=50K
26,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,45,<=50K
46,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,65,>50K
38,HS-grad,Married-spouse-absent,Other-service,Not-in-family,Male,0,0,35,<=50K
61,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,<=50K
35,Assoc-voc,Never-married,Farming-fishing,Not-in-family,Male,0,0,60,<=50K
73,HS-grad,Married-civ-spouse,?,Husband,Male,0,0,15,<=50K
33,Some-college,Divorced,Exec-managerial,Unmarried,Female,0,0,40,<=50K
17,11th,Never-married,Sales,Own-child,Female,0,0,10,<=50K
58,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,>50K
37,Some-college,Married-civ-spouse,?,Wife,Female,0,0,60,<=50K
35,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,<=50K
20,Some-college,Never-married,Other-service,Own-child,Male,0,0,50,<=50K
20,Some-college,Never-married,?,Own-child,Male,0,0,40,<=50K
17,10th,Never-married,Sales,Own-child,Female,0,0,15,<=50K
59,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,2002,50,<=50K
40,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
18,11th,Never-married,Other-service,Other-relative,Male,0,0,30,<=50K
24,Bachelors,Never-married,Sales,Own-child,Female,0,0,35,<=50K
26,HS-grad,Separated,Farming-fishing,Not-in-family,Male,0,0,40,<=50K
27,Bachelors,Married-civ-spouse,Tech-support,Wife,Female,0,0,40,>50K
49,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,>50K
25,HS-grad,Never-married,Handlers-cleaners,Other-relative,Male,0,0,45,<=50K
32,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,40,<=50K
47,HS-grad,Divorced,Exec-managerial,Not-in-family,Female,0,0,40,<=50K
24,HS-grad,Never-married,Sales,Unmarried,Male,0,0,45,<=50K
50,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,<=50K
65,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,<=50K
31,HS-grad,Divorced,Protective-serv,Other-relative,Male,0,0,45,<=50K
21,Some-college,Never-married,Sales,Own-child,Female,0,0,24,<=50K
55,7th-8th,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,72,<=50K
63,HS-grad,Married-civ-spouse,?,Husband,Male,0,0,20,<=50K
38,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,>50K
51,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,>50K
43,Some-college,Divorced,Machine-op-inspct,Unmarried,Female,0,0,40,<=50K
41,HS-grad,Separated,Other-service,Unmarried,Female,0,0,20,<=50K
37,HS-grad,Married-spouse-absent,Farming-fishing,Unmarried,Male,0,0,40,<=50K
42,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,>50K
31,9th,Never-married,Machine-op-inspct,Unmarried,Male,0,0,40,<=50K
55,Bachelors,Married-civ-spouse,?,Husband,Male,5178,0,20,>50K
43,HS-grad,Divorced,Machine-op-inspct,Own-child,Male,0,0,40,<=50K
46,Some-college,Married-civ-spouse,Protective-serv,Husband,Male,0,0,38,>50K
35,Bachelors,Married-civ-spouse,Tech-support,Husband,Male,0,1887,40,>50K
22,Some-college,Never-married,?,Not-in-family,Female,0,0,12,<=50K
45,Masters,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,<=50K
48,HS-grad,Married-civ-spouse,?,Husband,Male,0,0,40,>50K
56,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,0,0,46,<=50K
44,Bachelors,Divorced,Prof-specialty,Unmarried,Male,0,0,40,<=50K
19,HS-grad,Never-married,Other-service,Own-child,Male,0,0,25,<=50K
26,Masters,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,<=50K
43,Some-college,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,<=50K
23,Bachelors,Never-married,Exec-managerial,Unmarried,Male,0,0,40,<=50K
39,HS-grad,Married-civ-spouse,Other-service,Husband,Male,0,0,42,<=50K
41,HS-grad,Divorced,Craft-repair,Unmarried,Female,0,0,60,<=50K
30,HS-grad,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,<=50K
39,Some-college,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,43,>50K
19,Some-college,Never-married,Sales,Own-child,Male,0,0,15,<=50K
20,Some-college,Never-married,Other-service,Not-in-family,Female,0,0,35,<=50K
29,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,36,<=50K
52,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1887,40,>50K
23,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,0,0,25,<=50K
26,Bachelors,Never-married,Sales,Own-child,Male,0,0,45,<=50K
24,Bachelors,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,65,<=50K
27,Some-college,Never-married,Sales,Not-in-family,Male,0,0,49,<=50K
70,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,0,2377,12,>50K
25,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,<=50K
62,Some-college,Widowed,Prof-specialty,Unmarried,Male,0,0,20,<=50K
24,HS-grad,Never-married,Other-service,Not-in-family,Female,0,0,40,<=50K
59,HS-grad,Widowed,Machine-op-inspct,Not-in-family,Female,0,0,40,<=50K
19,HS-grad,Never-married,Craft-repair,Not-in-family,Female,0,0,40,<=50K
29,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,<=50K
40,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
26,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,45,<=50K
54,Masters,Divorced,Prof-specialty,Unmarried,Female,0,0,37,>50K
60,HS-grad,Divorced,Adm-clerical,Unmarried,Female,0,0,99,<=50K
22,Some-college,Never-married,Exec-managerial,Own-child,Female,0,0,40,<=50K
37,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
24,Bachelors,Never-married,Prof-specialty,Own-child,Male,0,0,25,<=50K
42,Some-college,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,<=50K
90,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,>50K
31,Some-college,Divorced,Craft-repair,Unmarried,Female,0,0,20,<=50K
39,HS-grad,Never-married,Exec-managerial,Not-in-family,Male,0,0,40,<=50K
30,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,<=50K
38,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,65,>50K
27,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,<=50K
32,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,40,<=50K
47,Bachelors,Divorced,Exec-managerial,Not-in-family,Male,0,0,60,<=50K
63,7th-8th,Married-spouse-absent,Other-service,Unmarried,Female,0,0,40,<=50K
32,Bachelors,Never-married,Prof-specialty,Own-child,Male,0,0,40,<=50K
33,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,25,>50K
51,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,15024,0,40,>50K
36,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,70,<=50K
46,11th,Never-married,Other-service,Other-relative,Male,0,0,40,<=50K
45,Some-college,Married-civ-spouse,Tech-support,Husband,Male,5013,0,40,<=50K
59,HS-grad,Widowed,Craft-repair,Not-in-family,Female,0,0,40,<=50K
24,Some-college,Never-married,Adm-clerical,Own-child,Female,0,0,40,<=50K
26,Bachelors,Never-married,Exec-managerial,Own-child,Male,0,0,80,<=50K
47,Prof-school,Divorced,Adm-clerical,Not-in-family,Male,0,0,40,<=50K
58,9th,Widowed,Other-service,Not-in-family,Female,0,0,40,<=50K
42,HS-grad,Separated,Tech-support,Not-in-family,Female,0,0,40,<=50K
42,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,24,<=50K
45,HS-grad,Never-married,?,Other-relative,Male,0,0,25,<=50K
33,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,<=50K
43,Some-college,Never-married,Adm-clerical,Not-in-family,Male,0,0,55,<=50K
40,Some-college,Divorced,Transport-moving,Unmarried,Male,6849,0,40,<=50K
36,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,0,0,32,<=50K
37,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,>50K
55,HS-grad,Married-civ-spouse,?,Wife,Female,0,0,40,<=50K
41,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
22,Some-college,Separated,?,Own-child,Male,0,0,25,<=50K
65,Some-college,Married-civ-spouse,Protective-serv,Husband,Male,0,0,16,<=50K
40,Some-college,Never-married,Craft-repair,Not-in-family,Male,0,0,40,<=50K
58,Bachelors,Never-married,Farming-fishing,Own-child,Male,0,0,72,<=50K
18,11th,Never-married,Sales,Other-relative,Female,0,0,25,<=50K
21,Some-college,Never-married,Other-service,Own-child,Male,0,0,30,<=50K
42,HS-grad,Divorced,Other-service,Not-in-family,Female,0,0,25,<=50K
30,Bachelors,Divorced,Other-service,Not-in-family,Male,0,0,40,<=50K
49,10th,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,<=50K
59,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,>50K
29,Some-college,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,>50K
45,Some-college,Married-civ-spouse,Transport-moving,Husband,Male,7298,0,50,>50K
32,Assoc-acdm,Never-married,Machine-op-inspct,Own-child,Male,0,0,48,<=50K
39,Masters,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,30,>50K
42,Some-college,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,<=50K
64,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,35,>50K
57,Some-college,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,60,<=50K
54,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,46,>50K
25,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
23,10th,Married-civ-spouse,Machine-op-inspct,Own-child,Female,0,0,40,<=50K
28,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,<=50K
40,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,<=50K
21,HS-grad,Never-married,Sales,Own-child,Female,0,0,40,<=50K
32,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,50,<=50K
29,12th,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,<=50K
23,HS-grad,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,<=50K
20,Some-college,Never-married,?,Own-child,Female,0,0,30,<=50K
30,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,50,<=50K
34,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,50,>50K
37,HS-grad,Married-civ-spouse,Other-service,Wife,Female,0,0,30,>50K
33,HS-grad,Separated,Adm-clerical,Not-in-family,Male,0,0,37,<=50K
23,HS-grad,Never-married,Tech-support,Own-child,Male,0,0,50,<=50K
33,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,40,<=50K
25,11th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
30,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,53,<=50K
41,HS-grad,Divorced,Exec-managerial,Unmarried,Female,0,0,45,<=50K
30,HS-grad,Never-married,Other-service,Unmarried,Female,0,0,35,<=50K
32,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
27,Some-college,Never-married,Adm-clerical,Unmarried,Female,0,0,40,<=50K
34,Masters,Never-married,Prof-specialty,Not-in-family,Female,0,0,50,<=50K
27,Bachelors,Married-civ-spouse,?,Wife,Female,0,0,35,>50K
18,12th,Never-married,Other-service,Own-child,Female,0,0,32,<=50K
36,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,<=50K
55,10th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,>50K
42,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,>50K
55,HS-grad,Married-civ-spouse,Priv-house-serv,Wife,Female,0,0,30,<=50K
53,HS-grad,Divorced,Other-service,Not-in-family,Male,0,0,40,<=50K
52,Assoc-voc,Separated,Other-service,Unmarried,Female,0,0,35,<=50K
23,Some-college,Divorced,Adm-clerical,Not-in-family,Male,0,0,40,<=50K
38,Doctorate,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,<=50K
29,HS-grad,Never-married,Sales,Unmarried,Female,0,0,42,<=50K
51,HS-grad,Divorced,Prof-specialty,Not-in-family,Male,0,0,40,<=50K
23,HS-grad,Never-married,Sales,Not-in-family,Female,0,0,35,<=50K
33,HS-grad,Married-civ-spouse,Other-service,Husband,Male,0,0,35,<=50K
47,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,>50K
34,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
21,HS-grad,Never-married,Protective-serv,Not-in-family,Male,0,0,40,<=50K
24,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,24,<=50K
51,11th,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
50,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,38,<=50K
48,HS-grad,Married-civ-spouse,Tech-support,Husband,Male,0,0,48,<=50K
51,Doctorate,Divorced,Prof-specialty,Not-in-family,Male,0,0,30,<=50K
52,Some-college,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,>50K
31,Assoc-acdm,Married-civ-spouse,Craft-repair,Not-in-family,Male,0,0,50,>50K
52,Assoc-acdm,Married-civ-spouse,Sales,Husband,Male,3103,0,48,>50K
34,Bachelors,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,39,<=50K
57,Some-college,Married-civ-spouse,Sales,Husband,Male,0,0,50,>50K
56,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,Male,0,0,45,>50K
41,Some-college,Married-spouse-absent,Sales,Unmarried,Female,0,0,40,<=50K
64,9th,Never-married,Adm-clerical,Other-relative,Male,0,0,40,<=50K
29,Bachelors,Never-married,Farming-fishing,Own-child,Male,0,0,50,<=50K
39,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
60,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,35,>50K
19,Some-college,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,80,<=50K
63,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
32,Assoc-voc,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,<=50K
49,Doctorate,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,>50K
21,HS-grad,Never-married,Sales,Own-child,Female,0,0,40,<=50K
19,HS-grad,Married-civ-spouse,Machine-op-inspct,Other-relative,Male,0,0,20,<=50K
47,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,25,<=50K
71,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,9386,0,50,>50K
52,HS-grad,Divorced,Adm-clerical,Unmarried,Female,0,1741,38,<=50K
23,HS-grad,Never-married,?,Other-relative,Female,0,0,20,<=50K
26,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,2407,0,50,<=50K
33,Assoc-acdm,Never-married,Tech-support,Not-in-family,Male,0,0,40,<=50K
34,HS-grad,Never-married,Other-service,Unmarried,Male,0,0,30,<=50K
20,HS-grad,Never-married,Sales,Own-child,Male,0,0,40,<=50K
42,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1977,50,>50K
18,11th,Never-married,Sales,Own-child,Female,0,0,20,<=50K
29,12th,Never-married,Other-service,Not-in-family,Male,0,0,40,<=50K
54,7th-8th,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,40,<=50K
53,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,<=50K
41,Some-college,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,>50K
43,Some-college,Divorced,Exec-managerial,Not-in-family,Female,0,0,40,<=50K
45,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,70,<=50K
58,Some-college,Divorced,Prof-specialty,Unmarried,Female,0,0,40,<=50K
39,HS-grad,Divorced,Handlers-cleaners,Not-in-family,Male,0,0,40,>50K
44,Some-college,Divorced,Adm-clerical,Other-relative,Female,0,0,40,<=50K
47,Bachelors,Never-married,Adm-clerical,Own-child,Male,0,0,40,<=50K
43,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,Male,3103,0,32,>50K
27,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1977,50,>50K
80,HS-grad,Married-civ-spouse,?,Husband,Male,0,0,25,<=50K
39,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,0,2415,40,>50K
34,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
48,Some-college,Divorced,Transport-moving,Not-in-family,Male,0,0,40,<=50K
21,Some-college,Never-married,Other-service,Own-child,Male,0,0,30,<=50K
49,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,2179,40,<=50K
53,Some-college,Married-civ-spouse,Transport-moving,Husband,Male,0,1887,45,>50K
46,11th,Never-married,Other-service,Not-in-family,Male,0,0,40,<=50K
26,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
29,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,>50K
20,Some-college,Never-married,Sales,Own-child,Male,0,0,8,<=50K
55,Doctorate,Never-married,Prof-specialty,Not-in-family,Female,0,0,60,<=50K
32,Assoc-voc,Divorced,Exec-managerial,Not-in-family,Female,10520,0,80,>50K
57,Some-college,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,50,<=50K
46,9th,Divorced,Exec-managerial,Unmarried,Female,0,0,40,<=50K
44,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,>50K
42,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,60,<=50K
43,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,>50K
34,Prof-school,Never-married,Prof-specialty,Not-in-family,Female,4787,0,47,>50K
38,Bachelors,Married-civ-spouse,Sales,Wife,Female,0,0,8,>50K
90,HS-grad,Widowed,Transport-moving,Unmarried,Male,0,0,99,<=50K
36,Some-college,Married-civ-spouse,Exec-managerial,Other-relative,Female,0,0,70,<=50K
27,HS-grad,Never-married,Craft-repair,Own-child,Female,0,0,45,<=50K
25,Some-college,Separated,Adm-clerical,Other-relative,Female,0,0,40,<=50K
39,HS-grad,Divorced,Farming-fishing,Not-in-family,Female,0,0,40,<=50K
19,HS-grad,Never-married,Craft-repair,Own-child,Male,0,0,35,<=50K
36,HS-grad,Divorced,Adm-clerical,Unmarried,Female,0,0,40,<=50K
48,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,99,<=50K
37,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,55,<=50K
61,HS-grad,Widowed,Adm-clerical,Unmarried,Female,0,0,40,<=50K
25,Bachelors,Never-married,Prof-specialty,Own-child,Male,0,0,40,<=50K
36,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,>50K
42,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,<=50K
41,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,>50K
26,Bachelors,Never-married,Adm-clerical,Own-child,Female,0,0,40,<=50K
34,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,0,1902,38,>50K
36,Some-college,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,<=50K
40,Some-college,Never-married,Adm-clerical,Not-in-family,Female,0,0,50,<=50K
31,HS-grad,Never-married,Farming-fishing,Own-child,Female,0,0,40,<=50K
60,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,3781,0,16,<=50K
36,HS-grad,Separated,Adm-clerical,Own-child,Female,0,0,40,<=50K
24,Some-college,Never-married,Exec-managerial,Own-child,Male,0,0,40,<=50K
61,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,63,<=50K
27,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,3464,0,45,<=50K
52,Some-college,Never-married,Adm-clerical,Unmarried,Male,0,0,45,<=50K
41,Some-college,Separated,Other-service,Not-in-family,Male,0,0,40,<=50K
51,Masters,Divorced,Exec-managerial,Not-in-family,Female,0,0,40,<=50K
39,HS-grad,Never-married,Adm-clerical,Not-in-family,Male,0,0,45,<=50K
61,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,>50K
33,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
46,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,<=50K
26,Some-college,Never-married,Handlers-cleaners,Other-relative,Male,0,0,44,<=50K
37,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,<=50K
24,HS-grad,Never-married,Other-service,Not-in-family,Female,0,1762,40,<=50K
41,10th,Separated,Other-service,Unmarried,Female,0,0,33,<=50K
54,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,<=50K
26,HS-grad,Never-married,Transport-moving,Not-in-family,Male,0,0,40,<=50K
23,Some-college,Never-married,Farming-fishing,Own-child,Male,0,0,35,<=50K
28,HS-grad,Never-married,Machine-op-inspct,Own-child,Female,0,1602,25,<=50K
44,Bachelors,Never-married,Other-service,Not-in-family,Male,0,0,40,>50K
59,Masters,Widowed,Prof-specialty,Not-in-family,Female,0,0,40,<=50K
45,Bachelors,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,>50K
21,Some-college,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,<=50K
32,Assoc-voc,Married-civ-spouse,Tech-support,Husband,Male,3411,0,40,<=50K
55,HS-grad,Divorced,Other-service,Other-relative,Female,0,0,40,<=50K
31,11th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
46,Masters,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,50,>50K
52,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,48,>50K
27,Masters,Never-married,Exec-managerial,Own-child,Female,0,0,40,<=50K
22,Some-college,Divorced,Adm-clerical,Unmarried,Female,0,0,40,<=50K
17,12th,Never-married,Transport-moving,Own-child,Male,0,0,10,<=50K
34,Some-college,Divorced,Tech-support,Not-in-family,Female,0,0,40,<=50K
32,11th,Married-spouse-absent,Craft-repair,Own-child,Male,0,0,40,<=50K
36,5th-6th,Never-married,Other-service,Not-in-family,Male,0,0,35,<=50K
29,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,<=50K
33,5th-6th,Married-civ-spouse,Handlers-cleaners,Other-relative,Male,0,0,40,<=50K
41,HS-grad,Separated,Exec-managerial,Unmarried,Male,0,0,40,<=50K
22,HS-grad,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,<=50K
35,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,40,<=50K
30,Bachelors,Never-married,Tech-support,Not-in-family,Female,4787,0,45,>50K
40,10th,Divorced,Machine-op-inspct,Not-in-family,Female,0,0,40,<=50K
